time,step,loss,perplexity
81,0,11.090288162231444,65531.62714306951
84,1,11.742051124572754,125750.00460380419
89,3,10.473173141479492,35354.223522258646
92,7,8.532486915588379,5077.056358267085
95,8,8.304769515991211,4043.110158495531
100,10,8.480208396911621,4818.453943167429
103,14,7.799211502075195,2438.678326526983
105,15,7.471988201141357,1758.0986668202893
108,16,7.2306904792785645,1381.1758482202413
111,21,7.210628509521484,1353.74284031444
114,22,6.841225624084473,935.6351692797257
119,24,6.607017517089844,740.2718747907526
122,28,6.678640842437744,795.2375240635649
124,29,6.537710189819336,690.7031867068004
127,30,6.465089797973633,642.3220400739959
130,31,6.4117279052734375,608.9449717624764
133,36,6.382312297821045,591.2933745172257
136,37,6.416823387145996,612.0557585756998
138,38,6.243304252624512,514.5559278263328
141,43,6.3246989250183105,558.189731400412
144,44,6.231708526611328,508.6237387587975
146,45,6.117867469787598,453.895715351821
149,46,6.298025131225586,543.4975133107476
152,50,6.182982921600342,484.4348344183835
155,51,6.2082929611206055,496.8523806342737
157,52,6.228267669677734,506.8766447147523
160,57,6.077219009399414,435.8155090421379
163,58,6.149731636047363,468.5916168086488
166,59,6.420881271362305,614.5444559859002
168,60,6.371523380279541,584.9482491220505
171,64,5.895876884460449,363.5354747823984
174,65,5.990649223327637,399.67400340231
177,66,6.091441631317139,442.0582370000887
179,67,6.175217628479004,480.6876238547894
182,72,6.08573055267334,439.54080311735413
185,73,6.25372838973999,519.9477832674429
188,74,5.893820285797119,362.78859648858776
190,79,5.9827165603637695,396.5160662235295
193,80,5.775652885437012,322.35482680200874
196,81,5.8600053787231445,350.72603047305756
199,82,6.145746231079102,466.72780593846346
201,86,6.112897872924805,451.64563226254074
204,87,5.801782131195068,330.8887218851176
207,88,5.87994384765625,357.7891504454063
210,89,5.888104438781738,360.720867413212
213,94,5.8749566078186035,356.00921231929294
218,96,5.845328330993652,345.615999598773
221,100,6.105728626251221,448.4192524911624
224,101,5.829681396484375,340.250256872787
226,102,5.821101188659668,337.3433278180987
229,103,5.683065891265869,293.84895924603165
232,108,5.794649600982666,328.53704475315385
235,109,5.743640899658203,312.19902955180754
237,110,5.650559902191162,284.4506858082139
240,115,5.560399055480957,259.9265407403952
243,116,5.428518772125244,227.81155456237823
246,117,5.521758079528809,250.074301455866
251,122,5.719648361206055,304.79772540604534
254,123,5.562631607055664,260.507488404744
257,124,5.434412002563477,229.15806429894891
259,125,5.678287029266357,292.44804567352804
262,130,5.574760437011719,263.686378572978
265,131,5.435423374176025,229.38994549923382
268,132,5.387692928314209,218.69825054510343
270,136,5.634110450744629,279.8099018812122
273,137,5.46528434753418,236.3430491184199
276,138,5.4570112228393555,234.39581954527415
279,139,5.644881248474121,282.8399665508008
281,144,5.451162338256836,233.02886692108243
284,145,5.399847984313965,221.37276151402043
287,146,5.190983772277832,179.6451959929763
290,147,5.174694538116455,176.74261789696882
292,152,5.433568000793457,228.96473608322074
295,153,5.467345237731934,236.83062844280713
298,154,5.335094451904297,207.492345929632
303,159,4.970638751983643,144.11891421896254
306,160,5.194649696350098,180.30497024369583
309,161,5.17381477355957,176.58719438412564
312,166,5.339776992797852,208.46621563747613
314,167,5.214742660522461,183.96447356621528
317,168,5.185184478759766,178.60639583719953
320,169,5.3918232917785645,219.6034218653042
323,173,5.1235504150390625,167.93053555181524
325,174,5.233448028564453,187.4379821002213
328,175,5.501185417175293,244.98216627358505
