time,step,loss,perplexity
631,0,11.09071922302246,65559.88134730478
633,1,11.752466201782228,127066.54464309978
636,2,10.69194221496582,43999.881291038706
639,3,10.355266571044922,31422.09450298164
642,4,8.301473617553711,4029.806413980039
644,5,9.290616989135742,10835.86764915395
647,6,8.012687683105469,3019.02038857931
650,7,8.518898010253906,5008.531364337359
652,8,7.532597541809082,1867.951288837032
655,9,7.0863518714904785,1195.5383577451976
658,10,7.093466758728027,1204.0748102866146
661,11,7.159773826599121,1286.6199007966584
664,12,6.802262783050537,899.8812255917156
668,13,6.676423072814941,793.4758246835454
671,14,6.574869632720947,716.8521641939692
673,15,6.647733688354492,771.0349384955957
676,16,6.502833366394043,667.0288953849821
679,17,6.456988334655762,637.139313808205
681,18,6.376381874084473,587.7971316015763
684,19,6.3320112228393555,562.2863405163283
687,20,6.369815349578857,583.9499923235586
690,21,6.187221527099609,486.49252035038006
692,22,6.265017509460449,525.8507932423847
695,23,6.191983222961426,488.81457384011406
698,24,6.0886054039001465,440.8062356279882
701,25,6.258886814117432,522.63682423208
704,26,6.153038501739502,470.14375128559385
706,27,6.171409606933594,478.86063583916825
709,28,6.1941423416137695,489.8711227007548
712,29,6.052027702331543,424.9738775008674
715,30,6.121740818023682,455.6572207799203
717,31,6.408641815185547,607.068609521704
720,32,6.351799011230469,573.5235568018988
723,33,5.878381729125977,357.23067769744495
726,34,5.972086429595947,392.3233725102646
728,35,6.0848388671875,439.14904565096066
731,36,6.196075439453125,490.8190073913574
734,37,6.095677375793457,443.9346539415384
737,38,6.346320152282715,570.389894416891
739,39,5.892605781555176,362.3482556512571
742,40,5.983089923858643,396.664138488457
745,41,5.816746711730957,335.8775677054368
748,42,5.863500595092773,351.9540386630187
750,43,6.124545574188232,456.93702210517336
753,44,6.135580539703369,462.00722971976063
756,45,5.838360786437988,343.2162745263153
759,46,5.876613140106201,356.59944180631254
761,47,5.895790100097656,363.5039269568155
764,48,5.898259162902832,364.4025499041268
767,49,5.939206600189209,379.6336087866534
770,50,5.874364376068115,355.798434781027
773,51,6.13568115234375,462.05371582552345
775,52,5.850998878479004,347.5813987142353
778,53,5.879204750061035,357.5248070445375
781,54,5.69093656539917,296.17087418018076
784,55,5.8101701736450195,333.6759036881558
786,56,5.784437656402588,325.1991150438529
789,57,5.673239231109619,290.97554653349573
792,58,5.538169860839844,254.21232952887888
795,59,5.445273399353027,231.66060691497435
797,60,5.584266662597656,266.20499306350126
800,61,5.765554428100586,319.1159218331146
803,62,5.736302375793457,309.9163355693522
806,63,5.607804775238037,272.545282671222
808,64,5.468723297119141,237.15722009317125
811,65,5.667977333068848,289.4484840222827
814,66,5.5913238525390625,268.0902969119572
817,67,5.463021278381348,235.80879321152025
819,68,5.376532554626465,216.27106568210536
822,69,5.635270595550537,280.13471026146806
825,70,5.501691818237305,245.10625691992564
828,71,5.479633331298828,239.75877921481913
831,72,5.664018630981445,288.30490873477146
833,73,5.474362373352051,238.49834553688015
836,74,5.392519950866699,219.7564638878004
839,75,5.226808547973633,186.1976135142237
842,76,5.216572284698486,184.3013675152587
844,77,5.444269180297852,231.4280856898399
847,78,5.471022129058838,237.7030318097872
850,79,5.361751079559326,213.09777108256495
853,80,5.370695114135742,215.0122738420661
855,81,4.99913215637207,148.28441556085997
858,82,5.2316694259643555,187.10490071541585
861,83,5.194285869598389,180.2393824040839
864,84,5.322765350341797,204.94985723012744
866,85,5.240292549133301,188.7253057550568
869,86,5.20060920715332,181.38270786651952
872,87,5.418910980224609,225.63326956443387
875,88,5.136867523193359,170.18184182929696
877,89,5.245479106903076,189.7066832415363
880,90,5.511539936065674,247.53201719982255
883,91,5.108789920806885,165.47000187032924
886,92,5.012879371643066,150.33698960600574
888,93,4.998847484588623,148.24220917959278
891,94,5.079090118408203,160.6278371056747
894,95,5.608407974243164,272.70973130722194
897,96,5.418331146240234,225.50247764919783
900,97,5.065793037414551,158.50609350653758
902,98,5.014127731323242,150.52478143375396
905,99,4.58074951171875,97.58750978532754
908,100,4.772316932678223,118.1927696560264
911,101,5.403042793273926,222.0811361543006
913,102,5.082118034362793,161.114941780247
916,103,4.991656303405762,147.17999645403776
919,104,5.120976448059082,167.49884371697948
922,105,4.824742317199707,124.55436872908572
924,106,4.969021320343018,143.8860001391703
927,107,5.436959266662598,229.74253449310248
930,108,4.77433967590332,118.43208523549072
933,109,5.1878461837768555,179.08242662280537
935,110,4.902660846710205,134.6475800182389
938,111,4.930042266845703,138.3853613290655
941,112,4.714495658874512,111.55253645228728
944,113,4.804283142089844,122.03198006826624
946,114,4.755488395690918,116.22040084858013
949,115,4.886310577392578,132.46395588898244
952,116,4.836600303649902,126.0401243713962
955,117,4.620343208312988,101.52887170336489
957,118,5.217301368713379,184.43578769208364
960,119,4.888205528259277,132.71520655565158
963,120,4.9220147132873535,137.27891241005665
966,121,4.714879989624023,111.59541776200705
968,122,4.757421970367432,116.44533906989788
971,123,4.938145637512207,139.51130501503658
974,124,5.041494846343994,154.70109663582832
977,125,4.713999271392822,111.4971769106701
979,126,4.68070650100708,107.84623913891544
982,127,4.82198429107666,124.21131781553916
985,128,4.883432865142822,132.08331069681984
988,129,4.642471790313721,103.80060407436233
991,130,4.685857772827148,108.4032177740194
993,131,4.739305019378662,114.35469975692064
996,132,4.6521124839782715,104.80615320780343
999,133,4.621910095214844,101.68808066123913
1002,134,4.718698978424072,112.02241424099542
1004,135,4.646005630493164,104.16806771617384
1007,136,4.373200416564941,79.29700948877378
1010,137,4.763866424560547,117.19818897133936
1013,138,4.408530235290527,82.14863556614671
1015,139,4.6843461990356445,108.23948209157668
1018,140,4.688660621643066,108.7074818084528
1021,141,4.724061012268066,112.62469550065508
1024,142,4.705384254455566,110.54075256445844
1026,143,4.581029891967773,97.6148752318088
1029,144,4.586906433105469,98.19020187141156
1032,145,4.564361095428467,96.00123878821316
1035,146,4.470126628875732,87.36778559747037
1037,147,4.493256568908691,89.4121490990245
1040,148,4.689216136932373,108.76788725318006
1043,149,4.656855583190918,105.30443996817192
1046,150,4.5515899658203125,94.78299028801136
1048,151,4.632336616516113,102.75388023587578
1051,152,4.497694969177246,89.80987799269384
1054,153,4.373939514160156,79.35563938173215
1057,154,4.136302947998047,62.57106482455563
1059,155,4.498233795166016,89.85828292875216
1062,156,4.707927227020264,110.82221238613658
1065,157,4.524435997009277,92.24388532733768
1068,158,4.578744411468506,97.39203308571756
1070,159,4.430062294006348,83.93664549733974
1073,160,4.550992012023926,94.72633138052836
1076,161,4.459816932678223,86.4716775088393
1079,162,4.49918270111084,89.94359045562356
1081,163,4.555384635925293,95.14334374655644
1084,164,4.428614139556885,83.81518024214225
1087,165,4.285060882568359,72.60696708382832
1090,166,4.319957256317139,75.18541452182527
1092,167,4.346919536590576,77.2401605844644
1095,168,4.280669212341309,72.2888003811945
1098,169,4.433250427246094,84.20467373472478
1101,170,4.302571773529053,73.88957681312046
1103,171,4.257529258728027,70.63524625977865
1106,172,4.22139310836792,68.12832835437322
1109,173,4.131714820861816,62.284638406962024
1112,174,4.274775505065918,71.86400439369413
1114,175,4.3877668380737305,80.46053679487166
1117,176,4.281146049499512,72.32327858692973
1120,177,4.414685249328613,82.65582083630356
1123,178,4.3551130294799805,77.87562708102253
1126,179,4.445971488952637,85.2826887958602
1128,180,4.863152503967285,129.43159323006554
1131,181,4.290840148925781,73.02779695867292
1134,182,4.460827350616455,86.55909419920201
1137,183,4.341313362121582,76.80835030106134
1139,184,4.20297384262085,66.8849408652118
1142,185,4.274660110473633,71.8557121546561
1145,186,4.240553855895996,69.44630443433994
1148,187,4.5464253425598145,94.2947337674472
1150,188,4.588132381439209,98.31065180339633
1153,189,4.131606101989746,62.27786725940955
