"time","single - client_0/train_loss","single - client_0/train_loss__MIN","single - client_0/train_loss__MAX","single - _step","single - _step__MIN","single - _step__MAX"
"11196","2.9159178733825684","2.9159178733825684","2.9159178733825684","4066","4066","4066"
"11218","3.41481351852417","3.41481351852417","3.41481351852417","4074","4074","4074"
"11237","3.1339588165283203","3.1339588165283203","3.1339588165283203","4081","4081","4081"
"11248","2.92002534866333","2.92002534866333","2.92002534866333","4085","4085","4085"
"11254","2.5036251544952393","2.5036251544952393","2.5036251544952393","4087","4087","4087"
"11259","3.0417704582214355","3.0417704582214355","3.0417704582214355","4089","4089","4089"
"11262","2.983105182647705","2.983105182647705","2.983105182647705","4090","4090","4090"
"11265","3.3583924770355225","3.3583924770355225","3.3583924770355225","4091","4091","4091"
"11267","2.9795145988464355","2.9795145988464355","2.9795145988464355","4092","4092","4092"
"11278","2.893446207046509","2.893446207046509","2.893446207046509","4096","4096","4096"
"11281","3.6829962730407715","3.6829962730407715","3.6829962730407715","4097","4097","4097"
"11289","3.2721283435821533","3.2721283435821533","3.2721283435821533","4100","4100","4100"
"11292","3.0535733699798584","3.0535733699798584","3.0535733699798584","4101","4101","4101"
"11295","2.9936037063598633","2.9936037063598633","2.9936037063598633","4102","4102","4102"
"11300","3.284562587738037","3.284562587738037","3.284562587738037","4104","4104","4104"
"11303","3.0514867305755615","3.0514867305755615","3.0514867305755615","4105","4105","4105"
"11325","3.2284045219421387","3.2284045219421387","3.2284045219421387","4113","4113","4113"
"11327","2.8337345123291016","2.8337345123291016","2.8337345123291016","4114","4114","4114"
"11330","3.0436291694641113","3.0436291694641113","3.0436291694641113","4115","4115","4115"
"11333","3.0010008811950684","3.0010008811950684","3.0010008811950684","4116","4116","4116"
"11336","3.1716716289520264","3.1716716289520264","3.1716716289520264","4117","4117","4117"
"11341","3.202732563018799","3.202732563018799","3.202732563018799","4119","4119","4119"
"11360","3.059861660003662","3.059861660003662","3.059861660003662","4126","4126","4126"
"11374","3.114597797393799","3.114597797393799","3.114597797393799","4131","4131","4131"
"11398","3.1004843711853027","3.1004843711853027","3.1004843711853027","4140","4140","4140"
"11401","3.132335662841797","3.132335662841797","3.132335662841797","4141","4141","4141"
"11404","3.2354249954223633","3.2354249954223633","3.2354249954223633","4142","4142","4142"
"11407","3.175800085067749","3.175800085067749","3.175800085067749","4143","4143","4143"
"11409","2.9838016033172607","2.9838016033172607","2.9838016033172607","4144","4144","4144"
"11412","2.9781923294067383","2.9781923294067383","2.9781923294067383","4145","4145","4145"
"11417","3.2725839614868164","3.2725839614868164","3.2725839614868164","4147","4147","4147"
"11420","3.0123660564422607","3.0123660564422607","3.0123660564422607","4148","4148","4148"
"11423","3.12890362739563","3.12890362739563","3.12890362739563","4149","4149","4149"
"11426","3.038334608078003","3.038334608078003","3.038334608078003","4150","4150","4150"
"11428","3.063351631164551","3.063351631164551","3.063351631164551","4151","4151","4151"
"11431","3.105360507965088","3.105360507965088","3.105360507965088","4152","4152","4152"
"11458","3.0832581520080566","3.0832581520080566","3.0832581520080566","4162","4162","4162"
"11461","2.8533010482788086","2.8533010482788086","2.8533010482788086","4163","4163","4163"
"11467","3.7934608459472656","3.7934608459472656","3.7934608459472656","4165","4165","4165"
"11480","3.0681962966918945","3.0681962966918945","3.0681962966918945","4170","4170","4170"
"11494","3.409743547439575","3.409743547439575","3.409743547439575","4175","4175","4175"
"11499","3.0629663467407227","3.0629663467407227","3.0629663467407227","4177","4177","4177"
"11510","3.001443386077881","3.001443386077881","3.001443386077881","4181","4181","4181"
"11519","3.3344473838806152","3.3344473838806152","3.3344473838806152","4184","4184","4184"
"11524","3.011143207550049","3.011143207550049","3.011143207550049","4186","4186","4186"
"11529","2.9869158267974854","2.9869158267974854","2.9869158267974854","4188","4188","4188"
"11554","2.822606086730957","2.822606086730957","2.822606086730957","4197","4197","4197"
"11557","3.093514919281006","3.093514919281006","3.093514919281006","4198","4198","4198"
"11559","3.034679889678955","3.034679889678955","3.034679889678955","4199","4199","4199"
"11568","3.1449429988861084","3.1449429988861084","3.1449429988861084","4202","4202","4202"
"11570","3.126729726791382","3.126729726791382","3.126729726791382","4203","4203","4203"
"11590","3.355729341506958","3.355729341506958","3.355729341506958","4210","4210","4210"
"11595","3.205685615539551","3.205685615539551","3.205685615539551","4212","4212","4212"
"11598","3.197565793991089","3.197565793991089","3.197565793991089","4213","4213","4213"
"11622","3.1773922443389893","3.1773922443389893","3.1773922443389893","4222","4222","4222"
"11628","2.748612642288208","2.748612642288208","2.748612642288208","4224","4224","4224"
"11631","3.0950489044189453","3.0950489044189453","3.0950489044189453","4225","4225","4225"
"11633","2.9683897495269775","2.9683897495269775","2.9683897495269775","4226","4226","4226"
"11636","3.048253297805786","3.048253297805786","3.048253297805786","4227","4227","4227"
"11639","2.9409372806549072","2.9409372806549072","2.9409372806549072","4228","4228","4228"
"11641","3.131521224975586","3.131521224975586","3.131521224975586","4229","4229","4229"
"11644","3.5478103160858154","3.5478103160858154","3.5478103160858154","4230","4230","4230"
"11647","3.027742862701416","3.027742862701416","3.027742862701416","4231","4231","4231"
"11652","2.9321084022521973","2.9321084022521973","2.9321084022521973","4233","4233","4233"
"11666","2.9694159030914307","2.9694159030914307","2.9694159030914307","4238","4238","4238"
"11671","2.968390703201294","2.968390703201294","2.968390703201294","4240","4240","4240"
"11677","3.229617118835449","3.229617118835449","3.229617118835449","4242","4242","4242"
"11682","3.2300021648406982","3.2300021648406982","3.2300021648406982","4244","4244","4244"
"11691","2.9996109008789062","2.9996109008789062","2.9996109008789062","4247","4247","4247"
"11699","3.0690090656280518","3.0690090656280518","3.0690090656280518","4250","4250","4250"
"11701","3.123002052307129","3.123002052307129","3.123002052307129","4251","4251","4251"
"11718","3.4275364875793457","3.4275364875793457","3.4275364875793457","4257","4257","4257"
"11732","3.1302003860473633","3.1302003860473633","3.1302003860473633","4262","4262","4262"
"11748","3.2252488136291504","3.2252488136291504","3.2252488136291504","4268","4268","4268"
"11751","3.1345038414001465","3.1345038414001465","3.1345038414001465","4269","4269","4269"
"11753","2.9929044246673584","2.9929044246673584","2.9929044246673584","4270","4270","4270"
"11759","3.1704976558685303","3.1704976558685303","3.1704976558685303","4272","4272","4272"
"11764","3.028578996658325","3.028578996658325","3.028578996658325","4274","4274","4274"
"11767","3.196321964263916","3.196321964263916","3.196321964263916","4275","4275","4275"
"11772","3.153334617614746","3.153334617614746","3.153334617614746","4277","4277","4277"
"11781","2.979515552520752","2.979515552520752","2.979515552520752","4280","4280","4280"
"11783","3.036447286605835","3.036447286605835","3.036447286605835","4281","4281","4281"
"11803","2.930995464324951","2.930995464324951","2.930995464324951","4288","4288","4288"
"11822","3.034740447998047","3.034740447998047","3.034740447998047","4295","4295","4295"
"11827","3.007962226867676","3.007962226867676","3.007962226867676","4297","4297","4297"
"11830","2.956037998199463","2.956037998199463","2.956037998199463","4298","4298","4298"
"11846","3.380190372467041","3.380190372467041","3.380190372467041","4304","4304","4304"
"11857","3.137477397918701","3.137477397918701","3.137477397918701","4308","4308","4308"
"11868","3.1131370067596436","3.1131370067596436","3.1131370067596436","4312","4312","4312"
"11871","2.9445080757141113","2.9445080757141113","2.9445080757141113","4313","4313","4313"
"11874","3.084930658340454","3.084930658340454","3.084930658340454","4314","4314","4314"
"11884","3.0450632572174072","3.0450632572174072","3.0450632572174072","4318","4318","4318"
"11887","2.9389162063598633","2.9389162063598633","2.9389162063598633","4319","4319","4319"
"11893","3.1559181213378906","3.1559181213378906","3.1559181213378906","4321","4321","4321"
"11906","2.622976303100586","2.622976303100586","2.622976303100586","4326","4326","4326"
"11912","3.438811779022217","3.438811779022217","3.438811779022217","4328","4328","4328"
"11914","3.3201699256896973","3.3201699256896973","3.3201699256896973","4329","4329","4329"
"11931","3.009281635284424","3.009281635284424","3.009281635284424","4335","4335","4335"
"11936","3.0760204792022705","3.0760204792022705","3.0760204792022705","4337","4337","4337"
"11939","2.746539354324341","2.746539354324341","2.746539354324341","4338","4338","4338"
"11945","2.8388257026672363","2.8388257026672363","2.8388257026672363","4340","4340","4340"
"11947","2.9764676094055176","2.9764676094055176","2.9764676094055176","4341","4341","4341"
"11955","2.964573383331299","2.964573383331299","2.964573383331299","4344","4344","4344"
"11958","3.1942880153656006","3.1942880153656006","3.1942880153656006","4345","4345","4345"
"11961","3.108996629714966","3.108996629714966","3.108996629714966","4346","4346","4346"
"11966","2.945167064666748","2.945167064666748","2.945167064666748","4348","4348","4348"
"11969","2.774829864501953","2.774829864501953","2.774829864501953","4349","4349","4349"
"11972","3.178257465362549","3.178257465362549","3.178257465362549","4350","4350","4350"
"11975","3.0642213821411133","3.0642213821411133","3.0642213821411133","4351","4351","4351"
"11977","3.0713870525360107","3.0713870525360107","3.0713870525360107","4352","4352","4352"
"11983","2.937427520751953","2.937427520751953","2.937427520751953","4354","4354","4354"
"11994","3.0515689849853516","3.0515689849853516","3.0515689849853516","4358","4358","4358"
"11996","2.977449893951416","2.977449893951416","2.977449893951416","4359","4359","4359"
"12024","3.114650011062622","3.114650011062622","3.114650011062622","4369","4369","4369"
"12029","3.468068838119507","3.468068838119507","3.468068838119507","4371","4371","4371"
"12035","3.0696663856506348","3.0696663856506348","3.0696663856506348","4373","4373","4373"
"12037","3.121215343475342","3.121215343475342","3.121215343475342","4374","4374","4374"
"12040","3.3447999954223633","3.3447999954223633","3.3447999954223633","4375","4375","4375"
"12043","2.7734549045562744","2.7734549045562744","2.7734549045562744","4376","4376","4376"
"12046","3.1259710788726807","3.1259710788726807","3.1259710788726807","4377","4377","4377"
"12051","3.2030742168426514","3.2030742168426514","3.2030742168426514","4379","4379","4379"
"12056","3.0812203884124756","3.0812203884124756","3.0812203884124756","4381","4381","4381"
"12059","2.994670867919922","2.994670867919922","2.994670867919922","4382","4382","4382"
"12065","3.123856782913208","3.123856782913208","3.123856782913208","4384","4384","4384"
"12070","2.9269356727600098","2.9269356727600098","2.9269356727600098","4386","4386","4386"
"12081","2.8909945487976074","2.8909945487976074","2.8909945487976074","4390","4390","4390"
"12084","3.298088788986206","3.298088788986206","3.298088788986206","4391","4391","4391"
"12086","3.050384521484375","3.050384521484375","3.050384521484375","4392","4392","4392"
"12108","3.355131149291992","3.355131149291992","3.355131149291992","4400","4400","4400"
"12114","3.1381912231445312","3.1381912231445312","3.1381912231445312","4402","4402","4402"
"12119","3.0086896419525146","3.0086896419525146","3.0086896419525146","4404","4404","4404"
"12122","2.9956679344177246","2.9956679344177246","2.9956679344177246","4405","4405","4405"
"12125","3.2159314155578613","3.2159314155578613","3.2159314155578613","4406","4406","4406"
"12130","2.865469217300415","2.865469217300415","2.865469217300415","4408","4408","4408"
"12136","3.123847484588623","3.123847484588623","3.123847484588623","4410","4410","4410"
"12138","3.111236810684204","3.111236810684204","3.111236810684204","4411","4411","4411"
"12141","3.2684102058410645","3.2684102058410645","3.2684102058410645","4412","4412","4412"
"12144","3.058736562728882","3.058736562728882","3.058736562728882","4413","4413","4413"
"12149","3.1767215728759766","3.1767215728759766","3.1767215728759766","4415","4415","4415"
"12160","2.8023433685302734","2.8023433685302734","2.8023433685302734","4419","4419","4419"
"12163","2.719839572906494","2.719839572906494","2.719839572906494","4420","4420","4420"
"12174","3.0324161052703857","3.0324161052703857","3.0324161052703857","4424","4424","4424"
"12177","3.083806037902832","3.083806037902832","3.083806037902832","4425","4425","4425"
"12182","3.060645818710327","3.060645818710327","3.060645818710327","4427","4427","4427"
"12188","3.0153250694274902","3.0153250694274902","3.0153250694274902","4429","4429","4429"
"12196","3.2017440795898438","3.2017440795898438","3.2017440795898438","4432","4432","4432"
"12209","3.111581563949585","3.111581563949585","3.111581563949585","4437","4437","4437"
"12215","3.1757168769836426","3.1757168769836426","3.1757168769836426","4439","4439","4439"
"12226","2.9030113220214844","2.9030113220214844","2.9030113220214844","4443","4443","4443"
"12231","3.11147403717041","3.11147403717041","3.11147403717041","4445","4445","4445"
"12237","2.9420571327209473","2.9420571327209473","2.9420571327209473","4447","4447","4447"
"12239","3.1552510261535645","3.1552510261535645","3.1552510261535645","4448","4448","4448"
"12253","3.1617980003356934","3.1617980003356934","3.1617980003356934","4453","4453","4453"
"12267","3.0320284366607666","3.0320284366607666","3.0320284366607666","4458","4458","4458"
"12286","3.0190329551696777","3.0190329551696777","3.0190329551696777","4465","4465","4465"
"12294","3.167665958404541","3.167665958404541","3.167665958404541","4468","4468","4468"
"12299","2.994540214538574","2.994540214538574","2.994540214538574","4470","4470","4470"
"12302","3.202632427215576","3.202632427215576","3.202632427215576","4471","4471","4471"
"12316","3.2424845695495605","3.2424845695495605","3.2424845695495605","4476","4476","4476"
"12321","2.891489028930664","2.891489028930664","2.891489028930664","4478","4478","4478"
"12327","3.2008156776428223","3.2008156776428223","3.2008156776428223","4480","4480","4480"
"12329","3.006124973297119","3.006124973297119","3.006124973297119","4481","4481","4481"
"12343","3.2786428928375244","3.2786428928375244","3.2786428928375244","4486","4486","4486"
"12346","3.290628433227539","3.290628433227539","3.290628433227539","4487","4487","4487"
"12351","3.2077980041503906","3.2077980041503906","3.2077980041503906","4489","4489","4489"
"12357","3.146672010421753","3.146672010421753","3.146672010421753","4491","4491","4491"
"12362","3.1619369983673096","3.1619369983673096","3.1619369983673096","4493","4493","4493"
"12365","3.0560097694396973","3.0560097694396973","3.0560097694396973","4494","4494","4494"
"12370","3.1959567070007324","3.1959567070007324","3.1959567070007324","4496","4496","4496"
"12387","2.967154026031494","2.967154026031494","2.967154026031494","4502","4502","4502"
"12390","3.1097207069396973","3.1097207069396973","3.1097207069396973","4503","4503","4503"
"12395","2.871974468231201","2.871974468231201","2.871974468231201","4505","4505","4505"
"12409","3.138099193572998","3.138099193572998","3.138099193572998","4510","4510","4510"
"12411","3.1315059661865234","3.1315059661865234","3.1315059661865234","4511","4511","4511"
"12414","3.268216609954834","3.268216609954834","3.268216609954834","4512","4512","4512"
"12433","2.9174692630767822","2.9174692630767822","2.9174692630767822","4519","4519","4519"
"12436","3.0128426551818848","3.0128426551818848","3.0128426551818848","4520","4520","4520"
"12439","3.190861701965332","3.190861701965332","3.190861701965332","4521","4521","4521"
"12441","3.1624410152435303","3.1624410152435303","3.1624410152435303","4522","4522","4522"
"12444","3.0758371353149414","3.0758371353149414","3.0758371353149414","4523","4523","4523"
"12452","3.2664361000061035","3.2664361000061035","3.2664361000061035","4526","4526","4526"
"12455","2.9675803184509277","2.9675803184509277","2.9675803184509277","4527","4527","4527"
"12463","3.201406478881836","3.201406478881836","3.201406478881836","4530","4530","4530"
"12469","3.0335004329681396","3.0335004329681396","3.0335004329681396","4532","4532","4532"
"12474","3.86030912399292","3.86030912399292","3.86030912399292","4534","4534","4534"
"12488","3.0729119777679443","3.0729119777679443","3.0729119777679443","4539","4539","4539"
"12493","3.130929946899414","3.130929946899414","3.130929946899414","4541","4541","4541"
"12496","3.1276373863220215","3.1276373863220215","3.1276373863220215","4542","4542","4542"
"12499","3.190366506576538","3.190366506576538","3.190366506576538","4543","4543","4543"
"12510","2.857631206512451","2.857631206512451","2.857631206512451","4547","4547","4547"
"12515","3.1532771587371826","3.1532771587371826","3.1532771587371826","4549","4549","4549"
"12526","3.0027270317077637","3.0027270317077637","3.0027270317077637","4553","4553","4553"
"12532","3.1909756660461426","3.1909756660461426","3.1909756660461426","4555","4555","4555"
"12540","3.041934013366699","3.041934013366699","3.041934013366699","4558","4558","4558"
"12542","2.9687957763671875","2.9687957763671875","2.9687957763671875","4559","4559","4559"
"12545","3.0820841789245605","3.0820841789245605","3.0820841789245605","4560","4560","4560"
"12553","2.920754909515381","2.920754909515381","2.920754909515381","4563","4563","4563"
"12556","3.0802502632141113","3.0802502632141113","3.0802502632141113","4564","4564","4564"
"12559","2.941969871520996","2.941969871520996","2.941969871520996","4565","4565","4565"
"12562","3.0356249809265137","3.0356249809265137","3.0356249809265137","4566","4566","4566"
"12564","3.0648417472839355","3.0648417472839355","3.0648417472839355","4567","4567","4567"
"12572","3.034107208251953","3.034107208251953","3.034107208251953","4570","4570","4570"
"12581","3.203000783920288","3.203000783920288","3.203000783920288","4573","4573","4573"
"12589","2.9905924797058105","2.9905924797058105","2.9905924797058105","4576","4576","4576"
"12592","2.9926772117614746","2.9926772117614746","2.9926772117614746","4577","4577","4577"
"12594","3.0310890674591064","3.0310890674591064","3.0310890674591064","4578","4578","4578"
"12597","3.0075864791870117","3.0075864791870117","3.0075864791870117","4579","4579","4579"
"12603","2.9835352897644043","2.9835352897644043","2.9835352897644043","4581","4581","4581"
"12605","2.9043867588043213","2.9043867588043213","2.9043867588043213","4582","4582","4582"
"12616","3.057265281677246","3.057265281677246","3.057265281677246","4586","4586","4586"
"12619","3.0285086631774902","3.0285086631774902","3.0285086631774902","4587","4587","4587"
"12630","3.184447765350342","3.184447765350342","3.184447765350342","4591","4591","4591"
"12641","3.0211474895477295","3.0211474895477295","3.0211474895477295","4595","4595","4595"
"12644","3.2059364318847656","3.2059364318847656","3.2059364318847656","4596","4596","4596"
"12665","3.0347917079925537","3.0347917079925537","3.0347917079925537","4604","4604","4604"
"12671","3.105764865875244","3.105764865875244","3.105764865875244","4606","4606","4606"
"12674","2.7553391456604004","2.7553391456604004","2.7553391456604004","4607","4607","4607"
"12676","2.994919776916504","2.994919776916504","2.994919776916504","4608","4608","4608"
"12679","3.1577541828155518","3.1577541828155518","3.1577541828155518","4609","4609","4609"
"12698","3.12847900390625","3.12847900390625","3.12847900390625","4616","4616","4616"
"12704","2.9855079650878906","2.9855079650878906","2.9855079650878906","4618","4618","4618"
"12706","3.6064484119415283","3.6064484119415283","3.6064484119415283","4619","4619","4619"
"12712","3.2278099060058594","3.2278099060058594","3.2278099060058594","4621","4621","4621"
"12723","3.1225390434265137","3.1225390434265137","3.1225390434265137","4625","4625","4625"
"12725","3.026906967163086","3.026906967163086","3.026906967163086","4626","4626","4626"
"12728","4.081613063812256","4.081613063812256","4.081613063812256","4627","4627","4627"
"12736","3.2265114784240723","3.2265114784240723","3.2265114784240723","4630","4630","4630"
"12739","3.231348991394043","3.231348991394043","3.231348991394043","4631","4631","4631"
"12745","3.109485387802124","3.109485387802124","3.109485387802124","4633","4633","4633"
"12750","2.978384017944336","2.978384017944336","2.978384017944336","4635","4635","4635"
"12755","3.2984211444854736","3.2984211444854736","3.2984211444854736","4637","4637","4637"
"12761","3.176520586013794","3.176520586013794","3.176520586013794","4639","4639","4639"
"12769","3.1159372329711914","3.1159372329711914","3.1159372329711914","4642","4642","4642"
"12775","3.1441924571990967","3.1441924571990967","3.1441924571990967","4644","4644","4644"
"12783","3.1539716720581055","3.1539716720581055","3.1539716720581055","4647","4647","4647"
"12786","3.0488691329956055","3.0488691329956055","3.0488691329956055","4648","4648","4648"
"12791","3.150686740875244","3.150686740875244","3.150686740875244","4650","4650","4650"
"12794","3.276911735534668","3.276911735534668","3.276911735534668","4651","4651","4651"
"12799","2.8698017597198486","2.8698017597198486","2.8698017597198486","4653","4653","4653"
"12805","3.0142741203308105","3.0142741203308105","3.0142741203308105","4655","4655","4655"
"12813","2.951326370239258","2.951326370239258","2.951326370239258","4658","4658","4658"
"12816","2.562333345413208","2.562333345413208","2.562333345413208","4659","4659","4659"
"12821","3.0453245639801025","3.0453245639801025","3.0453245639801025","4661","4661","4661"
"12832","3.1791794300079346","3.1791794300079346","3.1791794300079346","4665","4665","4665"
"12835","2.984553337097168","2.984553337097168","2.984553337097168","4666","4666","4666"
"12846","2.9110589027404785","2.9110589027404785","2.9110589027404785","4670","4670","4670"
"12851","3.088911533355713","3.088911533355713","3.088911533355713","4672","4672","4672"
"12854","2.9960217475891113","2.9960217475891113","2.9960217475891113","4673","4673","4673"
"12856","3.082909345626831","3.082909345626831","3.082909345626831","4674","4674","4674"
"12862","3.204449415206909","3.204449415206909","3.204449415206909","4676","4676","4676"
"12865","3.091583728790283","3.091583728790283","3.091583728790283","4677","4677","4677"
"12873","3.387855052947998","3.387855052947998","3.387855052947998","4680","4680","4680"
"12895","2.958803176879883","2.958803176879883","2.958803176879883","4688","4688","4688"
"12897","3.0067172050476074","3.0067172050476074","3.0067172050476074","4689","4689","4689"
"12911","3.0747013092041016","3.0747013092041016","3.0747013092041016","4694","4694","4694"
"12917","3.2963593006134033","3.2963593006134033","3.2963593006134033","4696","4696","4696"
"12922","3.224984884262085","3.224984884262085","3.224984884262085","4698","4698","4698"
"12938","3.2159903049468994","3.2159903049468994","3.2159903049468994","4704","4704","4704"
"12941","3.0331246852874756","3.0331246852874756","3.0331246852874756","4705","4705","4705"
"12947","3.0056705474853516","3.0056705474853516","3.0056705474853516","4707","4707","4707"
"12949","2.8195877075195312","2.8195877075195312","2.8195877075195312","4708","4708","4708"
"12955","3.0986292362213135","3.0986292362213135","3.0986292362213135","4710","4710","4710"
"12960","3.0222911834716797","3.0222911834716797","3.0222911834716797","4712","4712","4712"
"12963","3.313054323196411","3.313054323196411","3.313054323196411","4713","4713","4713"
"12968","3.1823225021362305","3.1823225021362305","3.1823225021362305","4715","4715","4715"
"12979","3.220076560974121","3.220076560974121","3.220076560974121","4719","4719","4719"
"12982","2.928525447845459","2.928525447845459","2.928525447845459","4720","4720","4720"
"12998","2.851767063140869","2.851767063140869","2.851767063140869","4726","4726","4726"
"13001","2.882662534713745","2.882662534713745","2.882662534713745","4727","4727","4727"
"13007","3.2640085220336914","3.2640085220336914","3.2640085220336914","4729","4729","4729"
"13012","3.241241931915283","3.241241931915283","3.241241931915283","4731","4731","4731"
"13018","3.4242663383483887","3.4242663383483887","3.4242663383483887","4733","4733","4733"
"13020","2.962369918823242","2.962369918823242","2.962369918823242","4734","4734","4734"
"13023","2.721072196960449","2.721072196960449","2.721072196960449","4735","4735","4735"
"13042","3.483621835708618","3.483621835708618","3.483621835708618","4742","4742","4742"
"13064","2.8273086547851562","2.8273086547851562","2.8273086547851562","4750","4750","4750"
"13067","2.9180908203125","2.9180908203125","2.9180908203125","4751","4751","4751"
"13069","2.932851791381836","2.932851791381836","2.932851791381836","4752","4752","4752"
"13072","2.605426788330078","2.605426788330078","2.605426788330078","4753","4753","4753"
"13080","3.3283519744873047","3.3283519744873047","3.3283519744873047","4756","4756","4756"
"13086","3.125730514526367","3.125730514526367","3.125730514526367","4758","4758","4758"
"13089","3.134159803390503","3.134159803390503","3.134159803390503","4759","4759","4759"
"13097","3.1456592082977295","3.1456592082977295","3.1456592082977295","4762","4762","4762"
"13099","3.1915793418884277","3.1915793418884277","3.1915793418884277","4763","4763","4763"
"13121","3.380159854888916","3.380159854888916","3.380159854888916","4771","4771","4771"
"13124","3.023536205291748","3.023536205291748","3.023536205291748","4772","4772","4772"
"13127","3.3253517150878906","3.3253517150878906","3.3253517150878906","4773","4773","4773"
"13130","3.241865634918213","3.241865634918213","3.241865634918213","4774","4774","4774"
"13132","2.9422199726104736","2.9422199726104736","2.9422199726104736","4775","4775","4775"
"13140","3.187778949737549","3.187778949737549","3.187778949737549","4778","4778","4778"
"13143","2.803548812866211","2.803548812866211","2.803548812866211","4779","4779","4779"
"13146","3.081514835357666","3.081514835357666","3.081514835357666","4780","4780","4780"
"13154","2.9254002571105957","2.9254002571105957","2.9254002571105957","4783","4783","4783"
"13157","3.2531485557556152","3.2531485557556152","3.2531485557556152","4784","4784","4784"
"13160","2.8823184967041016","2.8823184967041016","2.8823184967041016","4785","4785","4785"
"13170","2.7796473503112793","2.7796473503112793","2.7796473503112793","4789","4789","4789"
"13173","2.8927950859069824","2.8927950859069824","2.8927950859069824","4790","4790","4790"
"13179","2.986452579498291","2.986452579498291","2.986452579498291","4792","4792","4792"
"13187","3.3099286556243896","3.3099286556243896","3.3099286556243896","4795","4795","4795"
"13198","3.1653542518615723","3.1653542518615723","3.1653542518615723","4799","4799","4799"
"13200","2.99013090133667","2.99013090133667","2.99013090133667","4800","4800","4800"
"13211","3.0033907890319824","3.0033907890319824","3.0033907890319824","4804","4804","4804"
"13217","3.0418918132781982","3.0418918132781982","3.0418918132781982","4806","4806","4806"
"13222","2.933727502822876","2.933727502822876","2.933727502822876","4808","4808","4808"
"13233","3.0722622871398926","3.0722622871398926","3.0722622871398926","4812","4812","4812"
"13244","3.2008204460144043","3.2008204460144043","3.2008204460144043","4816","4816","4816"
"13250","3.167015552520752","3.167015552520752","3.167015552520752","4818","4818","4818"
"13252","3.2415401935577393","3.2415401935577393","3.2415401935577393","4819","4819","4819"
"13261","3.089742660522461","3.089742660522461","3.089742660522461","4822","4822","4822"
"13263","3.141633987426758","3.141633987426758","3.141633987426758","4823","4823","4823"
"13266","3.219235420227051","3.219235420227051","3.219235420227051","4824","4824","4824"
"13271","2.968914031982422","2.968914031982422","2.968914031982422","4826","4826","4826"
"13280","3.0459938049316406","3.0459938049316406","3.0459938049316406","4829","4829","4829"
"13285","3.0493879318237305","3.0493879318237305","3.0493879318237305","4831","4831","4831"
"13304","3.0601372718811035","3.0601372718811035","3.0601372718811035","4838","4838","4838"
"13307","3.02927303314209","3.02927303314209","3.02927303314209","4839","4839","4839"
"13318","3.110830783843994","3.110830783843994","3.110830783843994","4843","4843","4843"
"13323","3.002572536468506","3.002572536468506","3.002572536468506","4845","4845","4845"
"13340","3.1874637603759766","3.1874637603759766","3.1874637603759766","4851","4851","4851"
"13342","2.9300968647003174","2.9300968647003174","2.9300968647003174","4852","4852","4852"
"13364","3.0547256469726562","3.0547256469726562","3.0547256469726562","4860","4860","4860"
"13370","3.0714993476867676","3.0714993476867676","3.0714993476867676","4862","4862","4862"
"13392","3.089674949645996","3.089674949645996","3.089674949645996","4870","4870","4870"
"13405","2.8916056156158447","2.8916056156158447","2.8916056156158447","4875","4875","4875"
"13413","3.136110544204712","3.136110544204712","3.136110544204712","4878","4878","4878"
"13416","3.138636350631714","3.138636350631714","3.138636350631714","4879","4879","4879"
"13435","2.941643238067627","2.941643238067627","2.941643238067627","4886","4886","4886"
"13441","2.831786632537842","2.831786632537842","2.831786632537842","4888","4888","4888"
"13446","3.2149856090545654","3.2149856090545654","3.2149856090545654","4890","4890","4890"
"13454","3.2061550617218018","3.2061550617218018","3.2061550617218018","4893","4893","4893"
"13463","2.839970588684082","2.839970588684082","2.839970588684082","4896","4896","4896"
"13476","2.8636937141418457","2.8636937141418457","2.8636937141418457","4901","4901","4901"
"13479","2.967156410217285","2.967156410217285","2.967156410217285","4902","4902","4902"
"13490","2.9547717571258545","2.9547717571258545","2.9547717571258545","4906","4906","4906"
"13498","3.1334028244018555","3.1334028244018555","3.1334028244018555","4909","4909","4909"
"13504","3.0935535430908203","3.0935535430908203","3.0935535430908203","4911","4911","4911"
"13509","3.1614816188812256","3.1614816188812256","3.1614816188812256","4913","4913","4913"
"13512","3.0367255210876465","3.0367255210876465","3.0367255210876465","4914","4914","4914"
"13517","3.178596258163452","3.178596258163452","3.178596258163452","4916","4916","4916"
"13520","2.976881504058838","2.976881504058838","2.976881504058838","4917","4917","4917"
"13523","2.669837713241577","2.669837713241577","2.669837713241577","4918","4918","4918"
"13525","3.0928096771240234","3.0928096771240234","3.0928096771240234","4919","4919","4919"
"13531","3.130624771118164","3.130624771118164","3.130624771118164","4921","4921","4921"
"13536","2.919912815093994","2.919912815093994","2.919912815093994","4923","4923","4923"
"13542","3.087589740753174","3.087589740753174","3.087589740753174","4925","4925","4925"
"13553","3.091233730316162","3.091233730316162","3.091233730316162","4929","4929","4929"
"13555","3.071861743927002","3.071861743927002","3.071861743927002","4930","4930","4930"
"13569","3.281043529510498","3.281043529510498","3.281043529510498","4935","4935","4935"
"13575","2.7327685356140137","2.7327685356140137","2.7327685356140137","4937","4937","4937"
"13583","2.8716447353363037","2.8716447353363037","2.8716447353363037","4940","4940","4940"
"13588","3.0119829177856445","3.0119829177856445","3.0119829177856445","4942","4942","4942"
