"time","single - client_0/train_loss","single - client_0/train_loss__MIN","single - client_0/train_loss__MAX","single - _step","single - _step__MIN","single - _step__MAX"
"30698","2.9714906215667725","2.9714906215667725","2.9714906215667725","11213","11213","11213"
"30701","2.9353244304656982","2.9353244304656982","2.9353244304656982","11214","11214","11214"
"30704","2.8618149757385254","2.8618149757385254","2.8618149757385254","11215","11215","11215"
"30706","3.02053165435791","3.02053165435791","3.02053165435791","11216","11216","11216"
"30712","3.0419816970825195","3.0419816970825195","3.0419816970825195","11218","11218","11218"
"30725","2.9691693782806396","2.9691693782806396","2.9691693782806396","11223","11223","11223"
"30731","2.9813404083251953","2.9813404083251953","2.9813404083251953","11225","11225","11225"
"30736","3.11006760597229","3.11006760597229","3.11006760597229","11227","11227","11227"
"30742","3.012180805206299","3.012180805206299","3.012180805206299","11229","11229","11229"
"30744","3.049239158630371","3.049239158630371","3.049239158630371","11230","11230","11230"
"30747","2.8022618293762207","2.8022618293762207","2.8022618293762207","11231","11231","11231"
"30750","2.9071125984191895","2.9071125984191895","2.9071125984191895","11232","11232","11232"
"30755","3.289335012435913","3.289335012435913","3.289335012435913","11234","11234","11234"
"30766","3.036289691925049","3.036289691925049","3.036289691925049","11238","11238","11238"
"30769","2.802560567855835","2.802560567855835","2.802560567855835","11239","11239","11239"
"30772","3.330598831176758","3.330598831176758","3.330598831176758","11240","11240","11240"
"30788","2.9070558547973633","2.9070558547973633","2.9070558547973633","11246","11246","11246"
"30794","2.695309638977051","2.695309638977051","2.695309638977051","11248","11248","11248"
"30813","3.1526541709899902","3.1526541709899902","3.1526541709899902","11255","11255","11255"
"30818","2.8426811695098877","2.8426811695098877","2.8426811695098877","11257","11257","11257"
"30821","3.1842894554138184","3.1842894554138184","3.1842894554138184","11258","11258","11258"
"30826","2.8113045692443848","2.8113045692443848","2.8113045692443848","11260","11260","11260"
"30829","3.0949368476867676","3.0949368476867676","3.0949368476867676","11261","11261","11261"
"30832","3.005842447280884","3.005842447280884","3.005842447280884","11262","11262","11262"
"30837","3.1753599643707275","3.1753599643707275","3.1753599643707275","11264","11264","11264"
"30840","3.0430257320404053","3.0430257320404053","3.0430257320404053","11265","11265","11265"
"30845","3.065603256225586","3.065603256225586","3.065603256225586","11267","11267","11267"
"30848","3.115447521209717","3.115447521209717","3.115447521209717","11268","11268","11268"
"30856","3.090449810028076","3.090449810028076","3.090449810028076","11271","11271","11271"
"30859","2.9046287536621094","2.9046287536621094","2.9046287536621094","11272","11272","11272"
"30870","2.953320264816284","2.953320264816284","2.953320264816284","11276","11276","11276"
"30873","2.686445951461792","2.686445951461792","2.686445951461792","11277","11277","11277"
"30878","2.9613914489746094","2.9613914489746094","2.9613914489746094","11279","11279","11279"
"30881","2.8242030143737793","2.8242030143737793","2.8242030143737793","11280","11280","11280"
"30908","3.173476219177246","3.173476219177246","3.173476219177246","11290","11290","11290"
"30914","2.7945775985717773","2.7945775985717773","2.7945775985717773","11292","11292","11292"
"30916","2.971956729888916","2.971956729888916","2.971956729888916","11293","11293","11293"
"30922","3.186894416809082","3.186894416809082","3.186894416809082","11295","11295","11295"
"30930","2.8579952716827393","2.8579952716827393","2.8579952716827393","11298","11298","11298"
"30935","2.5631706714630127","2.5631706714630127","2.5631706714630127","11300","11300","11300"
"30946","3.0911858081817627","3.0911858081817627","3.0911858081817627","11304","11304","11304"
"30949","3.055060863494873","3.055060863494873","3.055060863494873","11305","11305","11305"
"30952","2.8527259826660156","2.8527259826660156","2.8527259826660156","11306","11306","11306"
"30957","2.867950916290283","2.867950916290283","2.867950916290283","11308","11308","11308"
"30960","3.0531468391418457","3.0531468391418457","3.0531468391418457","11309","11309","11309"
"30963","3.1556262969970703","3.1556262969970703","3.1556262969970703","11310","11310","11310"
"30965","2.7770423889160156","2.7770423889160156","2.7770423889160156","11311","11311","11311"
"30968","2.902151346206665","2.902151346206665","2.902151346206665","11312","11312","11312"
"30971","2.9962925910949707","2.9962925910949707","2.9962925910949707","11313","11313","11313"
"30974","3.072165012359619","3.072165012359619","3.072165012359619","11314","11314","11314"
"30976","2.838865041732788","2.838865041732788","2.838865041732788","11315","11315","11315"
"30984","2.8802390098571777","2.8802390098571777","2.8802390098571777","11318","11318","11318"
"30990","3.0279691219329834","3.0279691219329834","3.0279691219329834","11320","11320","11320"
"30995","2.996715784072876","2.996715784072876","2.996715784072876","11322","11322","11322"
"31001","2.9312009811401367","2.9312009811401367","2.9312009811401367","11324","11324","11324"
"31009","2.911306381225586","2.911306381225586","2.911306381225586","11327","11327","11327"
"31012","2.916574478149414","2.916574478149414","2.916574478149414","11328","11328","11328"
"31014","3.080252170562744","3.080252170562744","3.080252170562744","11329","11329","11329"
"31028","2.8410656452178955","2.8410656452178955","2.8410656452178955","11334","11334","11334"
"31036","2.7975072860717773","2.7975072860717773","2.7975072860717773","11337","11337","11337"
"31042","3.122117519378662","3.122117519378662","3.122117519378662","11339","11339","11339"
"31058","2.8935437202453613","2.8935437202453613","2.8935437202453613","11345","11345","11345"
"31061","3.0220532417297363","3.0220532417297363","3.0220532417297363","11346","11346","11346"
"31064","2.9714572429656982","2.9714572429656982","2.9714572429656982","11347","11347","11347"
"31069","3.3187148571014404","3.3187148571014404","3.3187148571014404","11349","11349","11349"
"31080","3.20957088470459","3.20957088470459","3.20957088470459","11353","11353","11353"
"31083","2.805185317993164","2.805185317993164","2.805185317993164","11354","11354","11354"
"31094","3.0109195709228516","3.0109195709228516","3.0109195709228516","11358","11358","11358"
"31107","2.9983129501342773","2.9983129501342773","2.9983129501342773","11363","11363","11363"
"31110","3.1824381351470947","3.1824381351470947","3.1824381351470947","11364","11364","11364"
"31113","3.2011590003967285","3.2011590003967285","3.2011590003967285","11365","11365","11365"
"31115","3.0067708492279053","3.0067708492279053","3.0067708492279053","11366","11366","11366"
"31118","2.773806095123291","2.773806095123291","2.773806095123291","11367","11367","11367"
"31124","3.050238847732544","3.050238847732544","3.050238847732544","11369","11369","11369"
"31126","3.1708927154541016","3.1708927154541016","3.1708927154541016","11370","11370","11370"
"31134","3.089062452316284","3.089062452316284","3.089062452316284","11373","11373","11373"
"31137","2.7982726097106934","2.7982726097106934","2.7982726097106934","11374","11374","11374"
"31145","3.0029306411743164","3.0029306411743164","3.0029306411743164","11377","11377","11377"
"31154","2.897043228149414","2.897043228149414","2.897043228149414","11380","11380","11380"
"31156","3.0807247161865234","3.0807247161865234","3.0807247161865234","11381","11381","11381"
"31164","2.7202162742614746","2.7202162742614746","2.7202162742614746","11384","11384","11384"
"31167","2.942863941192627","2.942863941192627","2.942863941192627","11385","11385","11385"
"31183","2.892148971557617","2.892148971557617","2.892148971557617","11391","11391","11391"
"31197","3.182279586791992","3.182279586791992","3.182279586791992","11396","11396","11396"
"31222","3.0022504329681396","3.0022504329681396","3.0022504329681396","11405","11405","11405"
"31230","3.2082910537719727","3.2082910537719727","3.2082910537719727","11408","11408","11408"
"31233","3.1173858642578125","3.1173858642578125","3.1173858642578125","11409","11409","11409"
"31241","2.906416416168213","2.906416416168213","2.906416416168213","11412","11412","11412"
"31243","2.9103355407714844","2.9103355407714844","2.9103355407714844","11413","11413","11413"
"31249","3.0487232208251953","3.0487232208251953","3.0487232208251953","11415","11415","11415"
"31252","2.9662489891052246","2.9662489891052246","2.9662489891052246","11416","11416","11416"
"31268","3.0618696212768555","3.0618696212768555","3.0618696212768555","11422","11422","11422"
"31271","3.2356250286102295","3.2356250286102295","3.2356250286102295","11423","11423","11423"
"31279","2.8429346084594727","2.8429346084594727","2.8429346084594727","11426","11426","11426"
"31290","3.108112335205078","3.108112335205078","3.108112335205078","11430","11430","11430"
"31295","2.956836223602295","2.956836223602295","2.956836223602295","11432","11432","11432"
"31298","3.137207269668579","3.137207269668579","3.137207269668579","11433","11433","11433"
"31301","3.1415281295776367","3.1415281295776367","3.1415281295776367","11434","11434","11434"
"31306","3.187628746032715","3.187628746032715","3.187628746032715","11436","11436","11436"
"31314","3.413149833679199","3.413149833679199","3.413149833679199","11439","11439","11439"
"31317","3.62469482421875","3.62469482421875","3.62469482421875","11440","11440","11440"
"31323","3.000185489654541","3.000185489654541","3.000185489654541","11442","11442","11442"
"31325","2.9940245151519775","2.9940245151519775","2.9940245151519775","11443","11443","11443"
"31333","3.0523717403411865","3.0523717403411865","3.0523717403411865","11446","11446","11446"
"31336","2.950742244720459","2.950742244720459","2.950742244720459","11447","11447","11447"
"31339","2.95853853225708","2.95853853225708","2.95853853225708","11448","11448","11448"
"31344","3.0248820781707764","3.0248820781707764","3.0248820781707764","11450","11450","11450"
"31353","2.9566476345062256","2.9566476345062256","2.9566476345062256","11453","11453","11453"
"31366","3.1953253746032715","3.1953253746032715","3.1953253746032715","11458","11458","11458"
"31369","2.998478889465332","2.998478889465332","2.998478889465332","11459","11459","11459"
"31374","2.9755358695983887","2.9755358695983887","2.9755358695983887","11461","11461","11461"
"31377","2.845200300216675","2.845200300216675","2.845200300216675","11462","11462","11462"
"31383","2.8942649364471436","2.8942649364471436","2.8942649364471436","11464","11464","11464"
"31385","3.215701103210449","3.215701103210449","3.215701103210449","11465","11465","11465"
"31393","3.0384511947631836","3.0384511947631836","3.0384511947631836","11468","11468","11468"
"31399","2.9161248207092285","2.9161248207092285","2.9161248207092285","11470","11470","11470"
"31413","2.818620443344116","2.818620443344116","2.818620443344116","11475","11475","11475"
"31415","2.9857559204101562","2.9857559204101562","2.9857559204101562","11476","11476","11476"
"31418","3.201725482940674","3.201725482940674","3.201725482940674","11477","11477","11477"
"31421","2.9489941596984863","2.9489941596984863","2.9489941596984863","11478","11478","11478"
"31426","2.914365530014038","2.914365530014038","2.914365530014038","11480","11480","11480"
"31429","2.3919999599456787","2.3919999599456787","2.3919999599456787","11481","11481","11481"
"31440","2.91443133354187","2.91443133354187","2.91443133354187","11485","11485","11485"
"31453","3.0041637420654297","3.0041637420654297","3.0041637420654297","11490","11490","11490"
"31462","2.825791597366333","2.825791597366333","2.825791597366333","11493","11493","11493"
"31470","3.016148567199707","3.016148567199707","3.016148567199707","11496","11496","11496"
"31473","2.7773890495300293","2.7773890495300293","2.7773890495300293","11497","11497","11497"
"31481","2.8557651042938232","2.8557651042938232","2.8557651042938232","11500","11500","11500"
"31484","3.0639705657958984","3.0639705657958984","3.0639705657958984","11501","11501","11501"
"31500","3.2648041248321533","3.2648041248321533","3.2648041248321533","11507","11507","11507"
"31514","2.8484435081481934","2.8484435081481934","2.8484435081481934","11512","11512","11512"
"31519","3.062108278274536","3.062108278274536","3.062108278274536","11514","11514","11514"
"31530","2.361987590789795","2.361987590789795","2.361987590789795","11518","11518","11518"
"31538","2.660843849182129","2.660843849182129","2.660843849182129","11521","11521","11521"
"31546","2.7273731231689453","2.7273731231689453","2.7273731231689453","11524","11524","11524"
"31557","3.0579938888549805","3.0579938888549805","3.0579938888549805","11528","11528","11528"
"31560","3.0408637523651123","3.0408637523651123","3.0408637523651123","11529","11529","11529"
"31565","3.1441972255706787","3.1441972255706787","3.1441972255706787","11531","11531","11531"
"31574","3.247922420501709","3.247922420501709","3.247922420501709","11534","11534","11534"
"31576","2.968465566635132","2.968465566635132","2.968465566635132","11535","11535","11535"
"31582","2.878480911254883","2.878480911254883","2.878480911254883","11537","11537","11537"
"31584","2.9047975540161133","2.9047975540161133","2.9047975540161133","11538","11538","11538"
"31587","2.684722900390625","2.684722900390625","2.684722900390625","11539","11539","11539"
"31595","3.0493578910827637","3.0493578910827637","3.0493578910827637","11542","11542","11542"
"31598","3.120300769805908","3.120300769805908","3.120300769805908","11543","11543","11543"
"31601","2.967012405395508","2.967012405395508","2.967012405395508","11544","11544","11544"
"31612","2.9739396572113037","2.9739396572113037","2.9739396572113037","11548","11548","11548"
"31614","2.957231044769287","2.957231044769287","2.957231044769287","11549","11549","11549"
"31617","2.9707558155059814","2.9707558155059814","2.9707558155059814","11550","11550","11550"
"31620","2.849961280822754","2.849961280822754","2.849961280822754","11551","11551","11551"
"31634","3.09427547454834","3.09427547454834","3.09427547454834","11556","11556","11556"
"31639","3.034771680831909","3.034771680831909","3.034771680831909","11558","11558","11558"
"31642","3.003751277923584","3.003751277923584","3.003751277923584","11559","11559","11559"
"31647","3.124397039413452","3.124397039413452","3.124397039413452","11561","11561","11561"
"31650","3.1871187686920166","3.1871187686920166","3.1871187686920166","11562","11562","11562"
"31655","2.9011313915252686","2.9011313915252686","2.9011313915252686","11564","11564","11564"
"31658","2.9572339057922363","2.9572339057922363","2.9572339057922363","11565","11565","11565"
"31664","3.142845630645752","3.142845630645752","3.142845630645752","11567","11567","11567"
"31669","3.1731977462768555","3.1731977462768555","3.1731977462768555","11569","11569","11569"
"31680","2.7643609046936035","2.7643609046936035","2.7643609046936035","11573","11573","11573"
"31685","3.1351327896118164","3.1351327896118164","3.1351327896118164","11575","11575","11575"
"31702","2.980480670928955","2.980480670928955","2.980480670928955","11581","11581","11581"
"31704","2.9322829246520996","2.9322829246520996","2.9322829246520996","11582","11582","11582"
"31707","3.095767021179199","3.095767021179199","3.095767021179199","11583","11583","11583"
"31713","3.0033607482910156","3.0033607482910156","3.0033607482910156","11585","11585","11585"
"31715","2.9543259143829346","2.9543259143829346","2.9543259143829346","11586","11586","11586"
"31718","2.870009422302246","2.870009422302246","2.870009422302246","11587","11587","11587"
"31726","2.8007378578186035","2.8007378578186035","2.8007378578186035","11590","11590","11590"
"31734","2.744825601577759","2.744825601577759","2.744825601577759","11593","11593","11593"
"31737","3.160278797149658","3.160278797149658","3.160278797149658","11594","11594","11594"
"31743","2.958385944366455","2.958385944366455","2.958385944366455","11596","11596","11596"
"31767","3.0268707275390625","3.0268707275390625","3.0268707275390625","11605","11605","11605"
"31770","2.9253134727478027","2.9253134727478027","2.9253134727478027","11606","11606","11606"
"31773","2.7371907234191895","2.7371907234191895","2.7371907234191895","11607","11607","11607"
"31775","3.0947797298431396","3.0947797298431396","3.0947797298431396","11608","11608","11608"
"31778","2.849600076675415","2.849600076675415","2.849600076675415","11609","11609","11609"
"31786","3.2353124618530273","3.2353124618530273","3.2353124618530273","11612","11612","11612"
"31792","2.9770379066467285","2.9770379066467285","2.9770379066467285","11614","11614","11614"
"31794","3.086430072784424","3.086430072784424","3.086430072784424","11615","11615","11615"
"31797","2.8130695819854736","2.8130695819854736","2.8130695819854736","11616","11616","11616"
"31800","3.3796327114105225","3.3796327114105225","3.3796327114105225","11617","11617","11617"
"31803","2.6528449058532715","2.6528449058532715","2.6528449058532715","11618","11618","11618"
"31805","3.073312282562256","3.073312282562256","3.073312282562256","11619","11619","11619"
"31811","2.8026115894317627","2.8026115894317627","2.8026115894317627","11621","11621","11621"
"31816","2.976055860519409","2.976055860519409","2.976055860519409","11623","11623","11623"
"31822","3.270050525665283","3.270050525665283","3.270050525665283","11625","11625","11625"
"31827","3.0533041954040527","3.0533041954040527","3.0533041954040527","11627","11627","11627"
"31830","2.9546518325805664","2.9546518325805664","2.9546518325805664","11628","11628","11628"
"31833","2.915140151977539","2.915140151977539","2.915140151977539","11629","11629","11629"
"31841","2.872389316558838","2.872389316558838","2.872389316558838","11632","11632","11632"
"31843","3.1008477210998535","3.1008477210998535","3.1008477210998535","11633","11633","11633"
"31846","2.9077248573303223","2.9077248573303223","2.9077248573303223","11634","11634","11634"
"31854","2.912975549697876","2.912975549697876","2.912975549697876","11637","11637","11637"
"31857","2.719414710998535","2.719414710998535","2.719414710998535","11638","11638","11638"
"31863","3.086632251739502","3.086632251739502","3.086632251739502","11640","11640","11640"
"31865","2.9320411682128906","2.9320411682128906","2.9320411682128906","11641","11641","11641"
"31868","2.900728702545166","2.900728702545166","2.900728702545166","11642","11642","11642"
"31879","2.907102584838867","2.907102584838867","2.907102584838867","11646","11646","11646"
"31882","3.0227882862091064","3.0227882862091064","3.0227882862091064","11647","11647","11647"
"31890","2.9558024406433105","2.9558024406433105","2.9558024406433105","11650","11650","11650"
"31893","2.9815549850463867","2.9815549850463867","2.9815549850463867","11651","11651","11651"
"31906","3.0035903453826904","3.0035903453826904","3.0035903453826904","11656","11656","11656"
"31912","3.068532943725586","3.068532943725586","3.068532943725586","11658","11658","11658"
"31914","2.9576735496520996","2.9576735496520996","2.9576735496520996","11659","11659","11659"
"31917","3.073587656021118","3.073587656021118","3.073587656021118","11660","11660","11660"
"31920","2.908068895339966","2.908068895339966","2.908068895339966","11661","11661","11661"
"31925","2.8730626106262207","2.8730626106262207","2.8730626106262207","11663","11663","11663"
"31928","2.9040961265563965","2.9040961265563965","2.9040961265563965","11664","11664","11664"
"31931","2.920926570892334","2.920926570892334","2.920926570892334","11665","11665","11665"
"31933","3.006466865539551","3.006466865539551","3.006466865539551","11666","11666","11666"
"31936","3.103464126586914","3.103464126586914","3.103464126586914","11667","11667","11667"
"31942","2.9270548820495605","2.9270548820495605","2.9270548820495605","11669","11669","11669"
"31947","2.890346050262451","2.890346050262451","2.890346050262451","11671","11671","11671"
"31950","2.550408363342285","2.550408363342285","2.550408363342285","11672","11672","11672"
"31958","3.030586004257202","3.030586004257202","3.030586004257202","11675","11675","11675"
"31993","2.8544206619262695","2.8544206619262695","2.8544206619262695","11688","11688","11688"
"32007","2.9987823963165283","2.9987823963165283","2.9987823963165283","11693","11693","11693"
"32021","2.8818297386169434","2.8818297386169434","2.8818297386169434","11698","11698","11698"
"32023","2.9304471015930176","2.9304471015930176","2.9304471015930176","11699","11699","11699"
"32040","2.7493491172790527","2.7493491172790527","2.7493491172790527","11705","11705","11705"
"32053","2.943457841873169","2.943457841873169","2.943457841873169","11710","11710","11710"
"32059","2.659271717071533","2.659271717071533","2.659271717071533","11712","11712","11712"
"32073","2.569657325744629","2.569657325744629","2.569657325744629","11717","11717","11717"
"32075","3.003178119659424","3.003178119659424","3.003178119659424","11718","11718","11718"
"32078","3.0950918197631836","3.0950918197631836","3.0950918197631836","11719","11719","11719"
"32083","2.800678253173828","2.800678253173828","2.800678253173828","11721","11721","11721"
"32092","2.897867202758789","2.897867202758789","2.897867202758789","11724","11724","11724"
"32100","2.913076877593994","2.913076877593994","2.913076877593994","11727","11727","11727"
"32113","2.8754448890686035","2.8754448890686035","2.8754448890686035","11732","11732","11732"
"32124","3.1016006469726562","3.1016006469726562","3.1016006469726562","11736","11736","11736"
"32130","2.8897860050201416","2.8897860050201416","2.8897860050201416","11738","11738","11738"
"32133","3.189197063446045","3.189197063446045","3.189197063446045","11739","11739","11739"
"32141","2.878237009048462","2.878237009048462","2.878237009048462","11742","11742","11742"
"32146","3.0038352012634277","3.0038352012634277","3.0038352012634277","11744","11744","11744"
"32149","3.0110201835632324","3.0110201835632324","3.0110201835632324","11745","11745","11745"
"32154","2.970134973526001","2.970134973526001","2.970134973526001","11747","11747","11747"
"32171","2.9938409328460693","2.9938409328460693","2.9938409328460693","11753","11753","11753"
"32179","2.834005117416382","2.834005117416382","2.834005117416382","11756","11756","11756"
"32184","2.8192896842956543","2.8192896842956543","2.8192896842956543","11758","11758","11758"
"32190","3.47016978263855","3.47016978263855","3.47016978263855","11760","11760","11760"
"32203","2.846351385116577","2.846351385116577","2.846351385116577","11765","11765","11765"
"32209","3.016401767730713","3.016401767730713","3.016401767730713","11767","11767","11767"
"32220","2.9167561531066895","2.9167561531066895","2.9167561531066895","11771","11771","11771"
"32222","2.797914981842041","2.797914981842041","2.797914981842041","11772","11772","11772"
"32236","2.7283432483673096","2.7283432483673096","2.7283432483673096","11777","11777","11777"
"32250","2.8818302154541016","2.8818302154541016","2.8818302154541016","11782","11782","11782"
"32263","3.0304887294769287","3.0304887294769287","3.0304887294769287","11787","11787","11787"
"32266","3.0118119716644287","3.0118119716644287","3.0118119716644287","11788","11788","11788"
"32269","3.0535192489624023","3.0535192489624023","3.0535192489624023","11789","11789","11789"
"32277","3.040642738342285","3.040642738342285","3.040642738342285","11792","11792","11792"
"32280","2.987483501434326","2.987483501434326","2.987483501434326","11793","11793","11793"
"32282","2.9245471954345703","2.9245471954345703","2.9245471954345703","11794","11794","11794"
"32291","3.2246742248535156","3.2246742248535156","3.2246742248535156","11797","11797","11797"
"32293","2.9896130561828613","2.9896130561828613","2.9896130561828613","11798","11798","11798"
"32296","3.1290833950042725","3.1290833950042725","3.1290833950042725","11799","11799","11799"
"32299","2.800628900527954","2.800628900527954","2.800628900527954","11800","11800","11800"
"32312","3.014774799346924","3.014774799346924","3.014774799346924","11805","11805","11805"
"32315","2.742750644683838","2.742750644683838","2.742750644683838","11806","11806","11806"
"32318","2.8963146209716797","2.8963146209716797","2.8963146209716797","11807","11807","11807"
"32323","3.0681936740875244","3.0681936740875244","3.0681936740875244","11809","11809","11809"
"32326","2.5513949394226074","2.5513949394226074","2.5513949394226074","11810","11810","11810"
"32332","2.7276010513305664","2.7276010513305664","2.7276010513305664","11812","11812","11812"
"32334","3.2262141704559326","3.2262141704559326","3.2262141704559326","11813","11813","11813"
"32337","2.9343700408935547","2.9343700408935547","2.9343700408935547","11814","11814","11814"
"32340","3.0856070518493652","3.0856070518493652","3.0856070518493652","11815","11815","11815"
"32342","2.9324984550476074","2.9324984550476074","2.9324984550476074","11816","11816","11816"
"32367","3.016536235809326","3.016536235809326","3.016536235809326","11825","11825","11825"
"32370","3.498300552368164","3.498300552368164","3.498300552368164","11826","11826","11826"
"32372","3.2112741470336914","3.2112741470336914","3.2112741470336914","11827","11827","11827"
"32375","2.8484065532684326","2.8484065532684326","2.8484065532684326","11828","11828","11828"
"32391","3.00679349899292","3.00679349899292","3.00679349899292","11834","11834","11834"
"32402","2.935932159423828","2.935932159423828","2.935932159423828","11838","11838","11838"
"32430","2.957458734512329","2.957458734512329","2.957458734512329","11848","11848","11848"
"32432","3.0024945735931396","3.0024945735931396","3.0024945735931396","11849","11849","11849"
"32451","3.086207389831543","3.086207389831543","3.086207389831543","11856","11856","11856"
"32454","2.9381515979766846","2.9381515979766846","2.9381515979766846","11857","11857","11857"
"32460","3.010572671890259","3.010572671890259","3.010572671890259","11859","11859","11859"
"32465","3.204620838165283","3.204620838165283","3.204620838165283","11861","11861","11861"
"32468","3.1660547256469727","3.1660547256469727","3.1660547256469727","11862","11862","11862"
"32471","2.872447967529297","2.872447967529297","2.872447967529297","11863","11863","11863"
"32473","3.124544620513916","3.124544620513916","3.124544620513916","11864","11864","11864"
"32476","2.96822452545166","2.96822452545166","2.96822452545166","11865","11865","11865"
"32479","3.0658931732177734","3.0658931732177734","3.0658931732177734","11866","11866","11866"
"32481","3.032047748565674","3.032047748565674","3.032047748565674","11867","11867","11867"
"32484","2.9556446075439453","2.9556446075439453","2.9556446075439453","11868","11868","11868"
"32490","2.8402576446533203","2.8402576446533203","2.8402576446533203","11870","11870","11870"
"32495","2.9859511852264404","2.9859511852264404","2.9859511852264404","11872","11872","11872"
"32498","3.2758758068084717","3.2758758068084717","3.2758758068084717","11873","11873","11873"
"32501","2.990692615509033","2.990692615509033","2.990692615509033","11874","11874","11874"
"32506","2.9146687984466553","2.9146687984466553","2.9146687984466553","11876","11876","11876"
"32514","2.9920215606689453","2.9920215606689453","2.9920215606689453","11879","11879","11879"
"32528","3.095439910888672","3.095439910888672","3.095439910888672","11884","11884","11884"
"32541","2.9701266288757324","2.9701266288757324","2.9701266288757324","11889","11889","11889"
"32544","3.029860258102417","3.029860258102417","3.029860258102417","11890","11890","11890"
"32558","2.961466073989868","2.961466073989868","2.961466073989868","11895","11895","11895"
"32560","2.8389787673950195","2.8389787673950195","2.8389787673950195","11896","11896","11896"
"32569","2.814858913421631","2.814858913421631","2.814858913421631","11899","11899","11899"
"32582","2.8911473751068115","2.8911473751068115","2.8911473751068115","11904","11904","11904"
"32585","2.899369478225708","2.899369478225708","2.899369478225708","11905","11905","11905"
"32593","2.746540069580078","2.746540069580078","2.746540069580078","11908","11908","11908"
"32599","2.8811612129211426","2.8811612129211426","2.8811612129211426","11910","11910","11910"
"32610","2.826723098754883","2.826723098754883","2.826723098754883","11914","11914","11914"
"32618","2.883329391479492","2.883329391479492","2.883329391479492","11917","11917","11917"
"32623","2.9796416759490967","2.9796416759490967","2.9796416759490967","11919","11919","11919"
"32626","3.040060520172119","3.040060520172119","3.040060520172119","11920","11920","11920"
"32634","3.2505950927734375","3.2505950927734375","3.2505950927734375","11923","11923","11923"
"32640","2.865537643432617","2.865537643432617","2.865537643432617","11925","11925","11925"
"32650","3.0074729919433594","3.0074729919433594","3.0074729919433594","11929","11929","11929"
"32659","3.115154266357422","3.115154266357422","3.115154266357422","11932","11932","11932"
"32661","3.0945329666137695","3.0945329666137695","3.0945329666137695","11933","11933","11933"
"32667","3.115682601928711","3.115682601928711","3.115682601928711","11935","11935","11935"
"32670","2.862602710723877","2.862602710723877","2.862602710723877","11936","11936","11936"
"32675","2.904877185821533","2.904877185821533","2.904877185821533","11938","11938","11938"
"32678","3.4416451454162598","3.4416451454162598","3.4416451454162598","11939","11939","11939"
"32683","3.1838388442993164","3.1838388442993164","3.1838388442993164","11941","11941","11941"
"32686","3.1242635250091553","3.1242635250091553","3.1242635250091553","11942","11942","11942"
"32689","3.243544101715088","3.243544101715088","3.243544101715088","11943","11943","11943"
"32708","2.73838472366333","2.73838472366333","2.73838472366333","11950","11950","11950"
"32710","2.848690986633301","2.848690986633301","2.848690986633301","11951","11951","11951"
"32713","3.2214486598968506","3.2214486598968506","3.2214486598968506","11952","11952","11952"
"32716","3.163214683532715","3.163214683532715","3.163214683532715","11953","11953","11953"
"32721","2.941859722137451","2.941859722137451","2.941859722137451","11955","11955","11955"
"32724","2.840729236602783","2.840729236602783","2.840729236602783","11956","11956","11956"
"32735","3.061708450317383","3.061708450317383","3.061708450317383","11960","11960","11960"
"32738","2.9230778217315674","2.9230778217315674","2.9230778217315674","11961","11961","11961"
"32746","2.9116601943969727","2.9116601943969727","2.9116601943969727","11964","11964","11964"
"32749","2.8494644165039062","2.8494644165039062","2.8494644165039062","11965","11965","11965"
"32757","2.912350654602051","2.912350654602051","2.912350654602051","11968","11968","11968"
"32762","2.9787726402282715","2.9787726402282715","2.9787726402282715","11970","11970","11970"
"32773","3.0486721992492676","3.0486721992492676","3.0486721992492676","11974","11974","11974"
"32787","3.0793046951293945","3.0793046951293945","3.0793046951293945","11979","11979","11979"
"32795","3.0735888481140137","3.0735888481140137","3.0735888481140137","11982","11982","11982"
"32803","3.273348808288574","3.273348808288574","3.273348808288574","11985","11985","11985"
"32806","2.994887113571167","2.994887113571167","2.994887113571167","11986","11986","11986"
"32811","3.0586631298065186","3.0586631298065186","3.0586631298065186","11988","11988","11988"
"32814","3.1384222507476807","3.1384222507476807","3.1384222507476807","11989","11989","11989"
"32817","2.7632603645324707","2.7632603645324707","2.7632603645324707","11990","11990","11990"
"32819","2.8732330799102783","2.8732330799102783","2.8732330799102783","11991","11991","11991"
"32822","2.968360185623169","2.968360185623169","2.968360185623169","11992","11992","11992"
"32825","3.002357006072998","3.002357006072998","3.002357006072998","11993","11993","11993"
"32828","2.839585065841675","2.839585065841675","2.839585065841675","11994","11994","11994"
"32830","3.2047171592712402","3.2047171592712402","3.2047171592712402","11995","11995","11995"
"32833","2.984419584274292","2.984419584274292","2.984419584274292","11996","11996","11996"
"32836","3.065218687057495","3.065218687057495","3.065218687057495","11997","11997","11997"
"32849","2.9528305530548096","2.9528305530548096","2.9528305530548096","12002","12002","12002"
"32877","2.7803635597229004","2.7803635597229004","2.7803635597229004","12012","12012","12012"
"32890","2.8969335556030273","2.8969335556030273","2.8969335556030273","12017","12017","12017"
"32893","2.910977840423584","2.910977840423584","2.910977840423584","12018","12018","12018"
"32896","2.8727636337280273","2.8727636337280273","2.8727636337280273","12019","12019","12019"
"32904","2.62109637260437","2.62109637260437","2.62109637260437","12022","12022","12022"
"32909","2.972935199737549","2.972935199737549","2.972935199737549","12024","12024","12024"
