"time","bs8,tbs524288,seq2048 - client_2/train_loss","bs8,tbs524288,seq2048 - client_2/train_loss__MIN","bs8,tbs524288,seq2048 - client_2/train_loss__MAX","bs8,tbs524288,seq2048 - _step","bs8,tbs524288,seq2048 - _step__MIN","bs8,tbs524288,seq2048 - _step__MAX"
"17155","2.907658338546753","2.907658338546753","2.907658338546753","5778","5778","5778"
"17158","2.9538748264312744","2.9538748264312744","2.9538748264312744","5779","5779","5779"
"17163","2.979418992996216","2.979418992996216","2.979418992996216","5785","5785","5785"
"17166","2.866205930709839","2.866205930709839","2.866205930709839","5786","5786","5786"
"17169","3.050358772277832","3.050358772277832","3.050358772277832","5787","5787","5787"
"17174","2.8909220695495605","2.8909220695495605","2.8909220695495605","5792","5792","5792"
"17177","3.0760555267333984","3.0760555267333984","3.0760555267333984","5793","5793","5793"
"17180","3.0247507095336914","3.0247507095336914","3.0247507095336914","5794","5794","5794"
"17182","3.262535333633423","3.262535333633423","3.262535333633423","5795","5795","5795"
"17185","2.989518165588379","2.989518165588379","2.989518165588379","5800","5800","5800"
"17188","3.1855812072753906","3.1855812072753906","3.1855812072753906","5801","5801","5801"
"17193","3.017098903656006","3.017098903656006","3.017098903656006","5807","5807","5807"
"17196","3.0442185401916504","3.0442185401916504","3.0442185401916504","5808","5808","5808"
"17199","3.1617887020111084","3.1617887020111084","3.1617887020111084","5809","5809","5809"
"17202","3.0251407623291016","3.0251407623291016","3.0251407623291016","5810","5810","5810"
"17204","2.939612865447998","2.939612865447998","2.939612865447998","5814","5814","5814"
"17207","2.9260523319244385","2.9260523319244385","2.9260523319244385","5815","5815","5815"
"17210","3.1670331954956055","3.1670331954956055","3.1670331954956055","5816","5816","5816"
"17213","2.8877220153808594","2.8877220153808594","2.8877220153808594","5817","5817","5817"
"17215","3.226766586303711","3.226766586303711","3.226766586303711","5822","5822","5822"
"17218","2.9184842109680176","2.9184842109680176","2.9184842109680176","5823","5823","5823"
"17221","2.9083919525146484","2.9083919525146484","2.9083919525146484","5824","5824","5824"
"17224","2.999561309814453","2.999561309814453","2.999561309814453","5829","5829","5829"
"17226","2.560185432434082","2.560185432434082","2.560185432434082","5830","5830","5830"
"17229","3.303398609161377","3.303398609161377","3.303398609161377","5831","5831","5831"
"17232","3.0998826026916504","3.0998826026916504","3.0998826026916504","5832","5832","5832"
"17235","2.9010109901428223","2.9010109901428223","2.9010109901428223","5836","5836","5836"
"17237","3.3501033782958984","3.3501033782958984","3.3501033782958984","5837","5837","5837"
"17240","3.0722784996032715","3.0722784996032715","3.0722784996032715","5838","5838","5838"
"17243","3.1797657012939453","3.1797657012939453","3.1797657012939453","5839","5839","5839"
"17246","3.1815733909606934","3.1815733909606934","3.1815733909606934","5844","5844","5844"
"17248","3.136140823364258","3.136140823364258","3.136140823364258","5845","5845","5845"
"17251","2.629091739654541","2.629091739654541","2.629091739654541","5846","5846","5846"
"17254","2.906998634338379","2.906998634338379","2.906998634338379","5851","5851","5851"
"17257","2.9100732803344727","2.9100732803344727","2.9100732803344727","5852","5852","5852"
"17260","2.863442897796631","2.863442897796631","2.863442897796631","5853","5853","5853"
"17262","2.9910383224487305","2.9910383224487305","2.9910383224487305","5854","5854","5854"
"17265","3.097292900085449","3.097292900085449","3.097292900085449","5858","5858","5858"
"17268","2.891672372817993","2.891672372817993","2.891672372817993","5859","5859","5859"
"17271","2.9158360958099365","2.9158360958099365","2.9158360958099365","5860","5860","5860"
"17273","3.0165815353393555","3.0165815353393555","3.0165815353393555","5865","5865","5865"
"17276","3.1389341354370117","3.1389341354370117","3.1389341354370117","5866","5866","5866"
"17279","3.1653566360473633","3.1653566360473633","3.1653566360473633","5867","5867","5867"
"17282","3.078805923461914","3.078805923461914","3.078805923461914","5868","5868","5868"
"17284","2.9899797439575195","2.9899797439575195","2.9899797439575195","5873","5873","5873"
"17287","3.018187999725342","3.018187999725342","3.018187999725342","5874","5874","5874"
"17293","3.2296226024627686","3.2296226024627686","3.2296226024627686","5876","5876","5876"
"17295","3.1407735347747803","3.1407735347747803","3.1407735347747803","5880","5880","5880"
"17298","3.0079874992370605","3.0079874992370605","3.0079874992370605","5881","5881","5881"
"17301","3.0034756660461426","3.0034756660461426","3.0034756660461426","5882","5882","5882"
"17304","3.033815860748291","3.033815860748291","3.033815860748291","5887","5887","5887"
"17306","2.902146816253662","2.902146816253662","2.902146816253662","5888","5888","5888"
"17309","2.9825005531311035","2.9825005531311035","2.9825005531311035","5889","5889","5889"
"17312","3.0386054515838623","3.0386054515838623","3.0386054515838623","5890","5890","5890"
"17315","3.2833011150360107","3.2833011150360107","3.2833011150360107","5895","5895","5895"
"17318","2.975180149078369","2.975180149078369","2.975180149078369","5896","5896","5896"
"17320","2.9502241611480713","2.9502241611480713","2.9502241611480713","5897","5897","5897"
"17326","2.993924140930176","2.993924140930176","2.993924140930176","5902","5902","5902"
"17329","2.7035627365112305","2.7035627365112305","2.7035627365112305","5903","5903","5903"
"17331","3.0245168209075928","3.0245168209075928","3.0245168209075928","5904","5904","5904"
"17334","2.6609957218170166","2.6609957218170166","2.6609957218170166","5909","5909","5909"
"17337","3.0326004028320312","3.0326004028320312","3.0326004028320312","5910","5910","5910"
"17340","2.90032958984375","2.90032958984375","2.90032958984375","5911","5911","5911"
"17342","3.204857349395752","3.204857349395752","3.204857349395752","5912","5912","5912"
"17345","2.745150566101074","2.745150566101074","2.745150566101074","5917","5917","5917"
"17348","3.0120139122009277","3.0120139122009277","3.0120139122009277","5918","5918","5918"
"17351","3.075416326522827","3.075416326522827","3.075416326522827","5919","5919","5919"
"17353","3.0112998485565186","3.0112998485565186","3.0112998485565186","5923","5923","5923"
"17356","3.2499070167541504","3.2499070167541504","3.2499070167541504","5924","5924","5924"
"17359","2.9841785430908203","2.9841785430908203","2.9841785430908203","5925","5925","5925"
"17362","3.0555946826934814","3.0555946826934814","3.0555946826934814","5926","5926","5926"
"17365","2.7438480854034424","2.7438480854034424","2.7438480854034424","5931","5931","5931"
"17367","3.257908344268799","3.257908344268799","3.257908344268799","5932","5932","5932"
"17370","3.0129013061523438","3.0129013061523438","3.0129013061523438","5933","5933","5933"
"17373","3.061497688293457","3.061497688293457","3.061497688293457","5934","5934","5934"
