"time","2 client - client_0/train_loss","2 client - client_0/train_loss__MIN","2 client - client_0/train_loss__MAX","2 client - _step","2 client - _step__MIN","2 client - _step__MAX"
"9607","3.020228147506714","3.020228147506714","3.020228147506714","5636","5636","5636"
"9613","3.144308090209961","3.144308090209961","3.144308090209961","5638","5638","5638"
"9615","2.790782928466797","2.790782928466797","2.790782928466797","5639","5639","5639"
"9618","3.545417070388794","3.545417070388794","3.545417070388794","5643","5643","5643"
"9623","3.0644617080688477","3.0644617080688477","3.0644617080688477","5645","5645","5645"
"9626","3.429966449737549","3.429966449737549","3.429966449737549","5650","5650","5650"
"9632","2.985002040863037","2.985002040863037","2.985002040863037","5652","5652","5652"
"9637","3.2193562984466553","3.2193562984466553","3.2193562984466553","5658","5658","5658"
"9640","3.3213696479797363","3.3213696479797363","3.3213696479797363","5659","5659","5659"
"9643","3.002561569213867","3.002561569213867","3.002561569213867","5660","5660","5660"
"9645","2.997969388961792","2.997969388961792","2.997969388961792","5661","5661","5661"
"9648","3.241382360458374","3.241382360458374","3.241382360458374","5665","5665","5665"
"9651","2.9691479206085205","2.9691479206085205","2.9691479206085205","5666","5666","5666"
"9653","3.0801196098327637","3.0801196098327637","3.0801196098327637","5667","5667","5667"
"9656","3.1573760509490967","3.1573760509490967","3.1573760509490967","5672","5672","5672"
"9659","3.2911951541900635","3.2911951541900635","3.2911951541900635","5673","5673","5673"
"9662","2.83223032951355","2.83223032951355","2.83223032951355","5674","5674","5674"
"9664","3.0427818298339844","3.0427818298339844","3.0427818298339844","5675","5675","5675"
"9670","3.268606185913086","3.268606185913086","3.268606185913086","5680","5680","5680"
"9801","3.0434632301330566","3.0434632301330566","3.0434632301330566","5686","5686","5686"
"9803","2.6923441886901855","2.6923441886901855","2.6923441886901855","5687","5687","5687"
"9806","3.11484956741333","3.11484956741333","3.11484956741333","5688","5688","5688"
"9809","3.0645852088928223","3.0645852088928223","3.0645852088928223","5690","5690","5690"
"9811","2.8182804584503174","2.8182804584503174","2.8182804584503174","5691","5691","5691"
"9814","3.1631932258605957","3.1631932258605957","3.1631932258605957","5692","5692","5692"
"9817","3.084160566329956","3.084160566329956","3.084160566329956","5697","5697","5697"
"9819","3.1016409397125244","3.1016409397125244","3.1016409397125244","5698","5698","5698"
"9822","2.8970751762390137","2.8970751762390137","2.8970751762390137","5699","5699","5699"
"9828","3.232550859451294","3.232550859451294","3.232550859451294","5705","5705","5705"
"9830","3.0827362537384033","3.0827362537384033","3.0827362537384033","5706","5706","5706"
"9833","3.2375736236572266","3.2375736236572266","3.2375736236572266","5707","5707","5707"
"9836","2.9706907272338867","2.9706907272338867","2.9706907272338867","5708","5708","5708"
"9838","3.157555103302002","3.157555103302002","3.157555103302002","5712","5712","5712"
"9841","2.639843463897705","2.639843463897705","2.639843463897705","5713","5713","5713"
"9846","2.9774625301361084","2.9774625301361084","2.9774625301361084","5719","5719","5719"
"9849","3.0332083702087402","3.0332083702087402","3.0332083702087402","5720","5720","5720"
"9852","3.0163533687591553","3.0163533687591553","3.0163533687591553","5721","5721","5721"
"9855","3.273252010345459","3.273252010345459","3.273252010345459","5722","5722","5722"
"9857","3.0111083984375","3.0111083984375","3.0111083984375","5727","5727","5727"
"9860","2.904515266418457","2.904515266418457","2.904515266418457","5728","5728","5728"
"9863","2.9239630699157715","2.9239630699157715","2.9239630699157715","5729","5729","5729"
"9866","2.9792840480804443","2.9792840480804443","2.9792840480804443","5730","5730","5730"
"9868","2.947021007537842","2.947021007537842","2.947021007537842","5734","5734","5734"
"9871","2.934976100921631","2.934976100921631","2.934976100921631","5735","5735","5735"
"9876","2.8368210792541504","2.8368210792541504","2.8368210792541504","5741","5741","5741"
"9879","3.102508544921875","3.102508544921875","3.102508544921875","5742","5742","5742"
"9885","3.094442367553711","3.094442367553711","3.094442367553711","5744","5744","5744"
"9887","3.138633966445923","3.138633966445923","3.138633966445923","5749","5749","5749"
"9893","3.230602264404297","3.230602264404297","3.230602264404297","5751","5751","5751"
"9895","3.045671224594116","3.045671224594116","3.045671224594116","5752","5752","5752"
"9898","3.0328617095947266","3.0328617095947266","3.0328617095947266","5756","5756","5756"
"9901","3.1589713096618652","3.1589713096618652","3.1589713096618652","5757","5757","5757"
"9906","3.0640695095062256","3.0640695095062256","3.0640695095062256","5763","5763","5763"
"9909","3.079619884490967","3.079619884490967","3.079619884490967","5764","5764","5764"
"9912","3.117781400680542","3.117781400680542","3.117781400680542","5765","5765","5765"
"9914","3.2462613582611084","3.2462613582611084","3.2462613582611084","5766","5766","5766"
"9917","3.1158833503723145","3.1158833503723145","3.1158833503723145","5770","5770","5770"
"9920","3.9154586791992188","3.9154586791992188","3.9154586791992188","5771","5771","5771"
"9923","3.156609535217285","3.156609535217285","3.156609535217285","5772","5772","5772"
"9928","3.0391714572906494","3.0391714572906494","3.0391714572906494","5778","5778","5778"
"9931","2.9804675579071045","2.9804675579071045","2.9804675579071045","5779","5779","5779"
"9934","3.1466217041015625","3.1466217041015625","3.1466217041015625","5780","5780","5780"
"9936","3.191789388656616","3.191789388656616","3.191789388656616","5785","5785","5785"
"9939","2.760460138320923","2.760460138320923","2.760460138320923","5786","5786","5786"
"9944","3.1735358238220215","3.1735358238220215","3.1735358238220215","5788","5788","5788"
"9950","3.0792486667633057","3.0792486667633057","3.0792486667633057","5793","5793","5793"
"9953","3.122875213623047","3.122875213623047","3.122875213623047","5794","5794","5794"
"9955","3.181190252304077","3.181190252304077","3.181190252304077","5795","5795","5795"
"9958","2.9731523990631104","2.9731523990631104","2.9731523990631104","5800","5800","5800"
"9961","3.156313180923462","3.156313180923462","3.156313180923462","5801","5801","5801"
"9963","3.1182775497436523","3.1182775497436523","3.1182775497436523","5802","5802","5802"
"9966","3.1686043739318848","3.1686043739318848","3.1686043739318848","5807","5807","5807"
"9969","2.921450138092041","2.921450138092041","2.921450138092041","5808","5808","5808"
"9972","3.1307435035705566","3.1307435035705566","3.1307435035705566","5809","5809","5809"
"9974","3.165583848953247","3.165583848953247","3.165583848953247","5810","5810","5810"
"9980","3.343625068664551","3.343625068664551","3.343625068664551","5815","5815","5815"
"9983","3.221817970275879","3.221817970275879","3.221817970275879","5816","5816","5816"
"9985","3.257673501968384","3.257673501968384","3.257673501968384","5817","5817","5817"
"9988","3.3034186363220215","3.3034186363220215","3.3034186363220215","5822","5822","5822"
"9993","3.2850866317749023","3.2850866317749023","3.2850866317749023","5824","5824","5824"
"9996","3.117886543273926","3.117886543273926","3.117886543273926","5829","5829","5829"
"9999","3.0483126640319824","3.0483126640319824","3.0483126640319824","5830","5830","5830"
"10004","3.2312779426574707","3.2312779426574707","3.2312779426574707","5832","5832","5832"
"10007","3.0566024780273438","3.0566024780273438","3.0566024780273438","5836","5836","5836"
"10010","3.172293186187744","3.172293186187744","3.172293186187744","5837","5837","5837"
"10015","3.1208431720733643","3.1208431720733643","3.1208431720733643","5839","5839","5839"
"10021","3.063906669616699","3.063906669616699","3.063906669616699","5845","5845","5845"
"10023","3.4117469787597656","3.4117469787597656","3.4117469787597656","5846","5846","5846"
"10026","3.216416358947754","3.216416358947754","3.216416358947754","5850","5850","5850"
"10029","3.2054920196533203","3.2054920196533203","3.2054920196533203","5851","5851","5851"
"10032","2.9798924922943115","2.9798924922943115","2.9798924922943115","5852","5852","5852"
"10034","3.285975933074951","3.285975933074951","3.285975933074951","5853","5853","5853"
"10037","2.884716510772705","2.884716510772705","2.884716510772705","5858","5858","5858"
"10040","3.0098705291748047","3.0098705291748047","3.0098705291748047","5859","5859","5859"
"10053","3.100384473800659","3.100384473800659","3.100384473800659","5868","5868","5868"
"10056","3.3436145782470703","3.3436145782470703","3.3436145782470703","5869","5869","5869"
"10059","3.2553558349609375","3.2553558349609375","3.2553558349609375","5873","5873","5873"
"10062","3.0752439498901367","3.0752439498901367","3.0752439498901367","5874","5874","5874"
"10067","3.0922629833221436","3.0922629833221436","3.0922629833221436","5880","5880","5880"
"10070","3.1941275596618652","3.1941275596618652","3.1941275596618652","5881","5881","5881"
"10072","3.155198097229004","3.155198097229004","3.155198097229004","5882","5882","5882"
"10075","3.2197978496551514","3.2197978496551514","3.2197978496551514","5883","5883","5883"
"10078","2.984734535217285","2.984734535217285","2.984734535217285","5888","5888","5888"
"10081","3.1813368797302246","3.1813368797302246","3.1813368797302246","5889","5889","5889"
"10083","3.1613688468933105","3.1613688468933105","3.1613688468933105","5890","5890","5890"
"10086","3.1468710899353027","3.1468710899353027","3.1468710899353027","5891","5891","5891"
"10089","2.996671199798584","2.996671199798584","2.996671199798584","5895","5895","5895"
"10092","3.1300699710845947","3.1300699710845947","3.1300699710845947","5896","5896","5896"
"10094","2.8845231533050537","2.8845231533050537","2.8845231533050537","5897","5897","5897"
"10097","3.231727123260498","3.231727123260498","3.231727123260498","5902","5902","5902"
"10100","3.013470411300659","3.013470411300659","3.013470411300659","5903","5903","5903"
"10105","2.957278251647949","2.957278251647949","2.957278251647949","5905","5905","5905"
"10108","3.0906405448913574","3.0906405448913574","3.0906405448913574","5909","5909","5909"
"10111","3.1308469772338867","3.1308469772338867","3.1308469772338867","5910","5910","5910"
"10113","3.070108652114868","3.070108652114868","3.070108652114868","5911","5911","5911"
"10116","3.2327637672424316","3.2327637672424316","3.2327637672424316","5912","5912","5912"
"10119","3.2910618782043457","3.2910618782043457","3.2910618782043457","5917","5917","5917"
"10122","3.1614527702331543","3.1614527702331543","3.1614527702331543","5918","5918","5918"
"10124","3.2145299911499023","3.2145299911499023","3.2145299911499023","5919","5919","5919"
"10130","3.0657670497894287","3.0657670497894287","3.0657670497894287","5925","5925","5925"
"10132","3.1839845180511475","3.1839845180511475","3.1839845180511475","5926","5926","5926"
"10135","2.9777870178222656","2.9777870178222656","2.9777870178222656","5927","5927","5927"
"10138","3.2396111488342285","3.2396111488342285","3.2396111488342285","5931","5931","5931"
"10141","3.4290666580200195","3.4290666580200195","3.4290666580200195","5932","5932","5932"
"10143","3.0761635303497314","3.0761635303497314","3.0761635303497314","5933","5933","5933"
"10146","3.2613120079040527","3.2613120079040527","3.2613120079040527","5934","5934","5934"
"10149","2.9412074089050293","2.9412074089050293","2.9412074089050293","5939","5939","5939"
"10154","3.3576176166534424","3.3576176166534424","3.3576176166534424","5941","5941","5941"
"10157","3.0726723670959473","3.0726723670959473","3.0726723670959473","5946","5946","5946"
"10160","3.139373779296875","3.139373779296875","3.139373779296875","5947","5947","5947"
"10162","3.2211015224456787","3.2211015224456787","3.2211015224456787","5948","5948","5948"
"10165","2.9826693534851074","2.9826693534851074","2.9826693534851074","5949","5949","5949"
"10168","2.6793174743652344","2.6793174743652344","2.6793174743652344","5953","5953","5953"
"10171","3.057267665863037","3.057267665863037","3.057267665863037","5954","5954","5954"
"10173","2.973055362701416","2.973055362701416","2.973055362701416","5955","5955","5955"
"10176","3.00683331489563","3.00683331489563","3.00683331489563","5956","5956","5956"
"10179","3.0846338272094727","3.0846338272094727","3.0846338272094727","5961","5961","5961"
"10181","3.126141309738159","3.126141309738159","3.126141309738159","5962","5962","5962"
"10187","2.8319613933563232","2.8319613933563232","2.8319613933563232","5968","5968","5968"
"10190","2.9738001823425293","2.9738001823425293","2.9738001823425293","5969","5969","5969"
"10192","3.1672019958496094","3.1672019958496094","3.1672019958496094","5970","5970","5970"
"10195","3.267977237701416","3.267977237701416","3.267977237701416","5971","5971","5971"
"10198","3.1355271339416504","3.1355271339416504","3.1355271339416504","5975","5975","5975"
"10201","3.070901393890381","3.070901393890381","3.070901393890381","5976","5976","5976"
"10203","3.41164493560791","3.41164493560791","3.41164493560791","5977","5977","5977"
"10206","3.013077735900879","3.013077735900879","3.013077735900879","5978","5978","5978"
"10209","3.0270299911499023","3.0270299911499023","3.0270299911499023","5983","5983","5983"
"10211","3.2488644123077393","3.2488644123077393","3.2488644123077393","5984","5984","5984"
"10214","3.120502233505249","3.120502233505249","3.120502233505249","5985","5985","5985"
"10217","3.2318198680877686","3.2318198680877686","3.2318198680877686","5989","5989","5989"
"10220","3.115304470062256","3.115304470062256","3.115304470062256","5990","5990","5990"
"10222","2.957397937774658","2.957397937774658","2.957397937774658","5991","5991","5991"
"10225","3.1420493125915527","3.1420493125915527","3.1420493125915527","5992","5992","5992"
"10230","2.9697773456573486","2.9697773456573486","2.9697773456573486","5998","5998","5998"
"10233","3.3259263038635254","3.3259263038635254","3.3259263038635254","5999","5999","5999"
"10236","3.0456528663635254","3.0456528663635254","3.0456528663635254","6000","6000","6000"
"10241","3.102138042449951","3.102138042449951","3.102138042449951","6006","6006","6006"
"10244","3.0506482124328613","3.0506482124328613","3.0506482124328613","6007","6007","6007"
"10247","3.0825788974761963","3.0825788974761963","3.0825788974761963","6011","6011","6011"
"10250","3.1242618560791016","3.1242618560791016","3.1242618560791016","6012","6012","6012"
"10252","3.2981696128845215","3.2981696128845215","3.2981696128845215","6013","6013","6013"
"10255","3.1254327297210693","3.1254327297210693","3.1254327297210693","6014","6014","6014"
"10260","3.271327495574951","3.271327495574951","3.271327495574951","6020","6020","6020"
"10263","3.3275110721588135","3.3275110721588135","3.3275110721588135","6021","6021","6021"
"10266","3.205920696258545","3.205920696258545","3.205920696258545","6022","6022","6022"
"10269","3.1475582122802734","3.1475582122802734","3.1475582122802734","6027","6027","6027"
"10271","3.062136650085449","3.062136650085449","3.062136650085449","6028","6028","6028"
"10274","3.0587751865386963","3.0587751865386963","3.0587751865386963","6029","6029","6029"
"10285","3.263066291809082","3.263066291809082","3.263066291809082","6036","6036","6036"
"10288","3.168487071990967","3.168487071990967","3.168487071990967","6041","6041","6041"
"10290","3.17533540725708","3.17533540725708","3.17533540725708","6042","6042","6042"
"10293","3.155426502227783","3.155426502227783","3.155426502227783","6043","6043","6043"
"10296","3.1800074577331543","3.1800074577331543","3.1800074577331543","6044","6044","6044"
"10301","3.1575279235839844","3.1575279235839844","3.1575279235839844","6049","6049","6049"
"10304","3.079460620880127","3.079460620880127","3.079460620880127","6050","6050","6050"
"10307","3.087822437286377","3.087822437286377","3.087822437286377","6055","6055","6055"
"10309","2.994541645050049","2.994541645050049","2.994541645050049","6056","6056","6056"
"10312","3.2030632495880127","3.2030632495880127","3.2030632495880127","6057","6057","6057"
"10315","2.9489541053771973","2.9489541053771973","2.9489541053771973","6058","6058","6058"
"10449","2.968122959136963","2.968122959136963","2.968122959136963","6065","6065","6065"
"10452","2.922588348388672","2.922588348388672","2.922588348388672","6066","6066","6066"
"10454","3.7280592918395996","3.7280592918395996","3.7280592918395996","6067","6067","6067"
"10457","3.0873184204101562","3.0873184204101562","3.0873184204101562","6070","6070","6070"
"10462","2.8449456691741943","2.8449456691741943","2.8449456691741943","6072","6072","6072"
"10465","3.4867477416992188","3.4867477416992188","3.4867477416992188","6073","6073","6073"
"10468","3.1269609928131104","3.1269609928131104","3.1269609928131104","6078","6078","6078"
"10470","3.1694250106811523","3.1694250106811523","3.1694250106811523","6079","6079","6079"
"10473","2.9200589656829834","2.9200589656829834","2.9200589656829834","6080","6080","6080"
"10476","3.146348476409912","3.146348476409912","3.146348476409912","6081","6081","6081"
"10478","3.090315341949463","3.090315341949463","3.090315341949463","6086","6086","6086"
"10481","2.97183895111084","2.97183895111084","2.97183895111084","6087","6087","6087"
"10484","3.078835964202881","3.078835964202881","3.078835964202881","6088","6088","6088"
"10487","3.5998353958129883","3.5998353958129883","3.5998353958129883","6092","6092","6092"
"10495","3.1396615505218506","3.1396615505218506","3.1396615505218506","6095","6095","6095"
"10497","3.1731338500976562","3.1731338500976562","3.1731338500976562","6100","6100","6100"
"10503","3.056110143661499","3.056110143661499","3.056110143661499","6102","6102","6102"
"10508","3.101008892059326","3.101008892059326","3.101008892059326","6108","6108","6108"
"10511","3.0387210845947266","3.0387210845947266","3.0387210845947266","6109","6109","6109"
"10514","2.9791035652160645","2.9791035652160645","2.9791035652160645","6110","6110","6110"
"10516","3.10573148727417","3.10573148727417","3.10573148727417","6111","6111","6111"
"10519","3.2008891105651855","3.2008891105651855","3.2008891105651855","6115","6115","6115"
"10522","3.048943519592285","3.048943519592285","3.048943519592285","6116","6116","6116"
"10524","3.2141520977020264","3.2141520977020264","3.2141520977020264","6117","6117","6117"
"10527","3.001861095428467","3.001861095428467","3.001861095428467","6122","6122","6122"
"10530","3.016996383666992","3.016996383666992","3.016996383666992","6123","6123","6123"
"10533","3.1923718452453613","3.1923718452453613","3.1923718452453613","6124","6124","6124"
"10535","3.0933032035827637","3.0933032035827637","3.0933032035827637","6125","6125","6125"
"10538","3.060056447982788","3.060056447982788","3.060056447982788","6130","6130","6130"
"10541","3.1327266693115234","3.1327266693115234","3.1327266693115234","6131","6131","6131"
"10543","2.6633405685424805","2.6633405685424805","2.6633405685424805","6132","6132","6132"
"10546","3.0303869247436523","3.0303869247436523","3.0303869247436523","6133","6133","6133"
"10549","3.062427043914795","3.062427043914795","3.062427043914795","6137","6137","6137"
"10552","2.9381470680236816","2.9381470680236816","2.9381470680236816","6138","6138","6138"
"10554","3.0354373455047607","3.0354373455047607","3.0354373455047607","6139","6139","6139"
"10557","3.0152387619018555","3.0152387619018555","3.0152387619018555","6144","6144","6144"
"10563","3.3446786403656006","3.3446786403656006","3.3446786403656006","6146","6146","6146"
"10565","2.9143526554107666","2.9143526554107666","2.9143526554107666","6147","6147","6147"
"10571","3.0021958351135254","3.0021958351135254","3.0021958351135254","6152","6152","6152"
"10573","3.036677598953247","3.036677598953247","3.036677598953247","6153","6153","6153"
"10579","2.9635157585144043","2.9635157585144043","2.9635157585144043","6159","6159","6159"
"10582","2.999032974243164","2.999032974243164","2.999032974243164","6160","6160","6160"
"10584","2.549187183380127","2.549187183380127","2.549187183380127","6161","6161","6161"
"10590","3.005445957183838","3.005445957183838","3.005445957183838","6167","6167","6167"
"10592","3.447880744934082","3.447880744934082","3.447880744934082","6168","6168","6168"
"10595","3.0124123096466064","3.0124123096466064","3.0124123096466064","6169","6169","6169"
"10598","3.1032700538635254","3.1032700538635254","3.1032700538635254","6173","6173","6173"
"10601","3.453077793121338","3.453077793121338","3.453077793121338","6174","6174","6174"
"10603","3.1913623809814453","3.1913623809814453","3.1913623809814453","6175","6175","6175"
"10606","3.094561815261841","3.094561815261841","3.094561815261841","6176","6176","6176"
"10609","3.0935959815979004","3.0935959815979004","3.0935959815979004","6181","6181","6181"
"10612","3.204897403717041","3.204897403717041","3.204897403717041","6182","6182","6182"
"10614","3.1245436668395996","3.1245436668395996","3.1245436668395996","6183","6183","6183"
"10617","2.9912919998168945","2.9912919998168945","2.9912919998168945","6188","6188","6188"
"10620","2.5623621940612793","2.5623621940612793","2.5623621940612793","6189","6189","6189"
"10622","3.2820205688476562","3.2820205688476562","3.2820205688476562","6190","6190","6190"
"10625","3.1830837726593018","3.1830837726593018","3.1830837726593018","6191","6191","6191"
"10628","2.953857183456421","2.953857183456421","2.953857183456421","6195","6195","6195"
"10631","3.1140851974487305","3.1140851974487305","3.1140851974487305","6196","6196","6196"
"10633","3.01126766204834","3.01126766204834","3.01126766204834","6197","6197","6197"
"10636","3.1878437995910645","3.1878437995910645","3.1878437995910645","6198","6198","6198"
"10644","3.283421039581299","3.283421039581299","3.283421039581299","6205","6205","6205"
"10647","3.2186686992645264","3.2186686992645264","3.2186686992645264","6210","6210","6210"
"10650","2.9406938552856445","2.9406938552856445","2.9406938552856445","6211","6211","6211"
"10655","2.965975761413574","2.965975761413574","2.965975761413574","6213","6213","6213"
"10658","3.2024312019348145","3.2024312019348145","3.2024312019348145","6217","6217","6217"
"10661","2.8853092193603516","2.8853092193603516","2.8853092193603516","6218","6218","6218"
"10663","3.044492244720459","3.044492244720459","3.044492244720459","6219","6219","6219"
"10671","3.2939224243164062","3.2939224243164062","3.2939224243164062","6226","6226","6226"
"10674","3.026007652282715","3.026007652282715","3.026007652282715","6227","6227","6227"
"10680","3.4038867950439453","3.4038867950439453","3.4038867950439453","6233","6233","6233"
"10682","3.027736186981201","3.027736186981201","3.027736186981201","6234","6234","6234"
"10685","3.243195056915283","3.243195056915283","3.243195056915283","6235","6235","6235"
"10688","2.856339454650879","2.856339454650879","2.856339454650879","6239","6239","6239"
"10690","3.125685214996338","3.125685214996338","3.125685214996338","6240","6240","6240"
"10693","2.8893485069274902","2.8893485069274902","2.8893485069274902","6241","6241","6241"
"10696","3.114560604095459","3.114560604095459","3.114560604095459","6242","6242","6242"
"10699","3.096940517425537","3.096940517425537","3.096940517425537","6247","6247","6247"
"10701","3.0202112197875977","3.0202112197875977","3.0202112197875977","6248","6248","6248"
"10704","3.1549220085144043","3.1549220085144043","3.1549220085144043","6249","6249","6249"
"10707","2.962167263031006","2.962167263031006","2.962167263031006","6250","6250","6250"
"10710","3.01412296295166","3.01412296295166","3.01412296295166","6254","6254","6254"
"10712","3.0874526500701904","3.0874526500701904","3.0874526500701904","6255","6255","6255"
"10715","3.043252468109131","3.043252468109131","3.043252468109131","6256","6256","6256"
"10718","3.0522830486297607","3.0522830486297607","3.0522830486297607","6261","6261","6261"
"10720","2.9984307289123535","2.9984307289123535","2.9984307289123535","6262","6262","6262"
"10723","3.150747060775757","3.150747060775757","3.150747060775757","6263","6263","6263"
"10726","3.2229208946228027","3.2229208946228027","3.2229208946228027","6264","6264","6264"
"10729","3.212488889694214","3.212488889694214","3.212488889694214","6269","6269","6269"
"10731","3.205474376678467","3.205474376678467","3.205474376678467","6270","6270","6270"
"10737","3.086045265197754","3.086045265197754","3.086045265197754","6272","6272","6272"
"10740","2.9400100708007812","2.9400100708007812","2.9400100708007812","6276","6276","6276"
"10742","3.0184974670410156","3.0184974670410156","3.0184974670410156","6277","6277","6277"
"10745","3.2101352214813232","3.2101352214813232","3.2101352214813232","6278","6278","6278"
"10748","2.9913697242736816","2.9913697242736816","2.9913697242736816","6283","6283","6283"
"10750","3.509767532348633","3.509767532348633","3.509767532348633","6284","6284","6284"
"10753","2.7710623741149902","2.7710623741149902","2.7710623741149902","6285","6285","6285"
"10756","3.1545956134796143","3.1545956134796143","3.1545956134796143","6286","6286","6286"
"10759","2.9475183486938477","2.9475183486938477","2.9475183486938477","6291","6291","6291"
"10761","3.2779288291931152","3.2779288291931152","3.2779288291931152","6292","6292","6292"
"10767","3.356900215148926","3.356900215148926","3.356900215148926","6294","6294","6294"
"10769","3.1343700885772705","3.1343700885772705","3.1343700885772705","6298","6298","6298"
"10772","3.0687994956970215","3.0687994956970215","3.0687994956970215","6299","6299","6299"
"10775","3.1389598846435547","3.1389598846435547","3.1389598846435547","6300","6300","6300"
"10778","3.2255704402923584","3.2255704402923584","3.2255704402923584","6305","6305","6305"
"10780","3.1745338439941406","3.1745338439941406","3.1745338439941406","6306","6306","6306"
"10783","3.234384298324585","3.234384298324585","3.234384298324585","6307","6307","6307"
"10786","3.083097219467163","3.083097219467163","3.083097219467163","6308","6308","6308"
"10789","2.913910388946533","2.913910388946533","2.913910388946533","6312","6312","6312"
"10791","3.270216464996338","3.270216464996338","3.270216464996338","6313","6313","6313"
"10794","3.3237216472625732","3.3237216472625732","3.3237216472625732","6314","6314","6314"
"10797","2.8516178131103516","2.8516178131103516","2.8516178131103516","6315","6315","6315"
"10805","3.1573257446289062","3.1573257446289062","3.1573257446289062","6322","6322","6322"
"10808","2.9467597007751465","2.9467597007751465","2.9467597007751465","6327","6327","6327"
"10810","3.007101058959961","3.007101058959961","3.007101058959961","6328","6328","6328"
"10813","3.205434560775757","3.205434560775757","3.205434560775757","6329","6329","6329"
"10818","2.9931681156158447","2.9931681156158447","2.9931681156158447","6334","6334","6334"
"10821","3.109356641769409","3.109356641769409","3.109356641769409","6335","6335","6335"
"10824","3.229147434234619","3.229147434234619","3.229147434234619","6336","6336","6336"
"10827","3.269627332687378","3.269627332687378","3.269627332687378","6337","6337","6337"
"10829","3.157651662826538","3.157651662826538","3.157651662826538","6342","6342","6342"
"10832","3.3181827068328857","3.3181827068328857","3.3181827068328857","6343","6343","6343"
"10835","3.2300870418548584","3.2300870418548584","3.2300870418548584","6344","6344","6344"
"10838","3.1946306228637695","3.1946306228637695","3.1946306228637695","6349","6349","6349"
"10840","3.2394192218780518","3.2394192218780518","3.2394192218780518","6350","6350","6350"
"10843","3.2202699184417725","3.2202699184417725","3.2202699184417725","6351","6351","6351"
"10846","3.0847363471984863","3.0847363471984863","3.0847363471984863","6352","6352","6352"
"10848","3.0967891216278076","3.0967891216278076","3.0967891216278076","6356","6356","6356"
"10857","2.953272581100464","2.953272581100464","2.953272581100464","6359","6359","6359"
"10859","2.9571948051452637","2.9571948051452637","2.9571948051452637","6364","6364","6364"
"10862","3.0773513317108154","3.0773513317108154","3.0773513317108154","6365","6365","6365"
"10865","3.110760450363159","3.110760450363159","3.110760450363159","6366","6366","6366"
"10868","3.2045788764953613","3.2045788764953613","3.2045788764953613","6371","6371","6371"
"10870","3.02077579498291","3.02077579498291","3.02077579498291","6372","6372","6372"
"10873","3.0991744995117188","3.0991744995117188","3.0991744995117188","6373","6373","6373"
"10876","3.1484029293060303","3.1484029293060303","3.1484029293060303","6374","6374","6374"
"10881","3.1574254035949707","3.1574254035949707","3.1574254035949707","6379","6379","6379"
"10884","3.253278970718384","3.253278970718384","3.253278970718384","6380","6380","6380"
"10889","2.903744697570801","2.903744697570801","2.903744697570801","6386","6386","6386"
"10892","3.210918664932251","3.210918664932251","3.210918664932251","6387","6387","6387"
"10895","3.118628978729248","3.118628978729248","3.118628978729248","6388","6388","6388"
"10897","3.246746063232422","3.246746063232422","3.246746063232422","6392","6392","6392"
"10900","3.1017394065856934","3.1017394065856934","3.1017394065856934","6393","6393","6393"
"10903","3.1021833419799805","3.1021833419799805","3.1021833419799805","6394","6394","6394"
"10906","3.1069679260253906","3.1069679260253906","3.1069679260253906","6395","6395","6395"
"10908","2.946837902069092","2.946837902069092","2.946837902069092","6400","6400","6400"
"10911","3.120046615600586","3.120046615600586","3.120046615600586","6401","6401","6401"
"10914","3.0280559062957764","3.0280559062957764","3.0280559062957764","6402","6402","6402"
"10917","3.211779832839966","3.211779832839966","3.211779832839966","6403","6403","6403"
"10919","3.1363916397094727","3.1363916397094727","3.1363916397094727","6408","6408","6408"
"10922","3.1775951385498047","3.1775951385498047","3.1775951385498047","6409","6409","6409"
"10925","3.0907881259918213","3.0907881259918213","3.0907881259918213","6410","6410","6410"
"10927","3.344041347503662","3.344041347503662","3.344041347503662","6414","6414","6414"
"10930","3.016468048095703","3.016468048095703","3.016468048095703","6415","6415","6415"
"10933","3.136321544647217","3.136321544647217","3.136321544647217","6416","6416","6416"
"10936","3.221532106399536","3.221532106399536","3.221532106399536","6417","6417","6417"
"10938","2.9765408039093018","2.9765408039093018","2.9765408039093018","6422","6422","6422"
"10944","3.0761477947235107","3.0761477947235107","3.0761477947235107","6424","6424","6424"
"10947","2.830453395843506","2.830453395843506","2.830453395843506","6425","6425","6425"
"10949","3.7240512371063232","3.7240512371063232","3.7240512371063232","6430","6430","6430"
"10952","3.0490260124206543","3.0490260124206543","3.0490260124206543","6431","6431","6431"
"10955","3.277660369873047","3.277660369873047","3.277660369873047","6432","6432","6432"
"10960","3.1631088256835938","3.1631088256835938","3.1631088256835938","6437","6437","6437"
"10963","3.142643690109253","3.142643690109253","3.142643690109253","6438","6438","6438"
"11096","2.935896635055542","2.935896635055542","2.935896635055542","6444","6444","6444"
"11098","3.0782618522644043","3.0782618522644043","3.0782618522644043","6445","6445","6445"
"11104","2.8756136894226074","2.8756136894226074","2.8756136894226074","6447","6447","6447"
"11106","3.3560681343078613","3.3560681343078613","3.3560681343078613","6448","6448","6448"
"11109","3.1121907234191895","3.1121907234191895","3.1121907234191895","6453","6453","6453"
"11112","2.947669506072998","2.947669506072998","2.947669506072998","6454","6454","6454"
"11114","3.2821836471557617","3.2821836471557617","3.2821836471557617","6455","6455","6455"
