point_time,SPP_TX,CAISO_NORTH,NEM_SA
2026-01-11 23:25:00+00:00,615.070752,464.9318,0.0
2026-01-11 23:30:00+00:00,626.864144,464.9318,0.0
2026-01-11 23:35:00+00:00,624.596184,462.210248,0.0
2026-01-11 23:40:00+00:00,633.668024,456.31355199999996,0.0
2026-01-11 23:45:00+00:00,633.668024,455.85995999999994,0.0
2026-01-11 23:50:00+00:00,624.596184,453.592,0.0
2026-01-11 23:55:00+00:00,625.95696,453.592,0.0
2026-01-12 00:00:00+00:00,623.2354079999999,451.777632,0.0
2026-01-12 00:05:00+00:00,629.585696,449.05607999999995,0.0
2026-01-12 00:10:00+00:00,642.286272,450.87044799999995,0.0
2026-01-12 00:15:00+00:00,662.697912,449.963264,0.0
2026-01-12 00:20:00+00:00,660.883544,445.88093599999996,0.0
2026-01-12 00:25:00+00:00,660.883544,444.973752,0.0
2026-01-12 00:30:00+00:00,660.429952,452.231224,0.0
2026-01-12 00:35:00+00:00,654.986848,451.32403999999997,0.0
2026-01-12 00:40:00+00:00,661.337136,453.13840799999997,0.0
2026-01-12 00:45:00+00:00,663.1515039999999,454.045592,0.0
2026-01-12 00:50:00+00:00,660.429952,453.592,0.0
2026-01-12 00:55:00+00:00,662.697912,454.045592,0.0
2026-01-12 01:00:00+00:00,661.337136,450.87044799999995,0.0
2026-01-12 01:05:00+00:00,662.697912,450.87044799999995,0.0
2026-01-12 01:10:00+00:00,663.1515039999999,448.14889600000004,0.0
2026-01-12 01:15:00+00:00,660.883544,449.05607999999995,0.0
2026-01-12 01:20:00+00:00,662.697912,449.50967199999997,0.0
2026-01-12 01:25:00+00:00,660.883544,449.05607999999995,0.0
2026-01-12 01:30:00+00:00,660.429952,449.963264,0.0
2026-01-12 01:35:00+00:00,660.429952,449.963264,0.0
2026-01-12 01:40:00+00:00,662.697912,446.78812,0.0
2026-01-12 01:45:00+00:00,661.337136,447.241712,0.0
2026-01-12 01:50:00+00:00,659.5227679999999,447.241712,0.0
2026-01-12 01:55:00+00:00,661.337136,447.241712,0.0
2026-01-12 02:00:00+00:00,660.883544,454.499184,0.0
2026-01-12 02:05:00+00:00,660.883544,454.045592,0.0
2026-01-12 02:10:00+00:00,660.429952,453.592,0.0
2026-01-12 02:15:00+00:00,660.429952,453.592,0.0
2026-01-12 02:20:00+00:00,660.429952,453.592,0.0
2026-01-12 02:25:00+00:00,660.429952,453.592,0.0
2026-01-12 02:30:00+00:00,660.429952,453.592,0.0
2026-01-12 02:35:00+00:00,661.337136,453.592,0.0
2026-01-12 02:40:00+00:00,660.883544,453.592,0.0
2026-01-12 02:45:00+00:00,661.337136,453.13840799999997,0.0
2026-01-12 02:50:00+00:00,662.697912,453.13840799999997,0.0
2026-01-12 02:55:00+00:00,661.337136,452.684816,0.0
2026-01-12 03:00:00+00:00,661.337136,453.592,0.0
2026-01-12 03:05:00+00:00,26.761928,451.777632,0.0
2026-01-12 03:10:00+00:00,67.585208,450.87044799999995,0.0
2026-01-12 03:15:00+00:00,661.337136,449.963264,0.0
2026-01-12 03:20:00+00:00,42.637648,450.416856,0.0
2026-01-12 03:25:00+00:00,23.133191999999998,450.416856,0.0
2026-01-12 03:30:00+00:00,12.246984000000001,450.416856,0.0
2026-01-12 03:35:00+00:00,15.422127999999999,450.416856,0.0
2026-01-12 03:40:00+00:00,29.48348,450.416856,0.0
2026-01-12 03:45:00+00:00,47.627159999999996,449.50967199999997,0.0
2026-01-12 03:50:00+00:00,12.700576,449.05607999999995,0.0
2026-01-12 03:55:00+00:00,20.41164,449.50967199999997,0.0
2026-01-12 04:00:00+00:00,11.793391999999999,450.416856,0.0
2026-01-12 04:05:00+00:00,24.040376000000002,449.50967199999997,0.0
2026-01-12 04:10:00+00:00,17.690088,449.50967199999997,0.0
2026-01-12 04:15:00+00:00,17.690088,448.14889600000004,0.0
2026-01-12 04:20:00+00:00,16.329312,447.695304,0.0
2026-01-12 04:25:00+00:00,15.87572,448.14889600000004,0.0
2026-01-12 04:30:00+00:00,16.782904,448.14889600000004,0.0
2026-01-12 04:35:00+00:00,12.700576,448.14889600000004,0.0
2026-01-12 04:40:00+00:00,16.782904,446.78812,0.0
2026-01-12 04:45:00+00:00,15.87572,446.78812,0.0
2026-01-12 04:50:00+00:00,11.339799999999999,446.78812,0.0
2026-01-12 04:55:00+00:00,16.782904,446.78812,0.0
2026-01-12 05:00:00+00:00,18.597272,447.695304,0.0
2026-01-12 05:05:00+00:00,8.164656,447.241712,0.0
2026-01-12 05:10:00+00:00,11.793391999999999,447.695304,0.0
2026-01-12 05:15:00+00:00,11.793391999999999,448.14889600000004,0.0
2026-01-12 05:20:00+00:00,13.60776,447.695304,0.0
2026-01-12 05:25:00+00:00,13.154168,446.78812,0.0
2026-01-12 05:30:00+00:00,8.164656,446.78812,0.0
2026-01-12 05:35:00+00:00,13.154168,445.88093599999996,0.0
2026-01-12 05:40:00+00:00,13.154168,444.52016,0.0
2026-01-12 05:45:00+00:00,13.154168,445.427344,0.0
2026-01-12 05:50:00+00:00,8.164656,443.61297599999995,0.0
2026-01-12 05:55:00+00:00,7.257472,443.159384,0.0
2026-01-12 06:00:00+00:00,14.514944,444.06656799999996,0.0
2026-01-12 06:05:00+00:00,8.164656,443.61297599999995,0.0
2026-01-12 06:10:00+00:00,6.80388,436.35550399999994,0.0
2026-01-12 06:15:00+00:00,6.350288,436.35550399999994,0.0
2026-01-12 06:20:00+00:00,5.8966959999999995,436.35550399999994,0.0
2026-01-12 06:25:00+00:00,17.690088,436.35550399999994,0.0
2026-01-12 06:30:00+00:00,15.422127999999999,436.35550399999994,0.0
2026-01-12 06:35:00+00:00,6.350288,435.90191200000004,0.0
2026-01-12 06:40:00+00:00,7.257472,436.80909599999995,0.0
2026-01-12 06:45:00+00:00,15.422127999999999,434.087544,0.0
2026-01-12 06:50:00+00:00,5.8966959999999995,434.994728,0.0
2026-01-12 06:55:00+00:00,6.80388,434.994728,0.0
2026-01-12 07:00:00+00:00,6.350288,434.541136,0.0
2026-01-12 07:05:00+00:00,7.257472,430.458808,0.0
2026-01-12 07:10:00+00:00,6.350288,430.458808,0.0
2026-01-12 07:15:00+00:00,6.350288,430.458808,0.0
2026-01-12 07:20:00+00:00,7.257472,431.81958399999996,0.0
2026-01-12 07:25:00+00:00,6.350288,431.81958399999996,0.0
2026-01-12 07:30:00+00:00,6.350288,431.81958399999996,0.0
2026-01-12 07:35:00+00:00,6.350288,432.726768,0.0
2026-01-12 07:40:00+00:00,8.164656,432.726768,0.0
2026-01-12 07:45:00+00:00,8.164656,432.726768,0.0
2026-01-12 07:50:00+00:00,7.7110639999999995,432.726768,0.0
2026-01-12 07:55:00+00:00,13.154168,432.726768,0.0
2026-01-12 08:00:00+00:00,13.60776,435.44832,0.0
2026-01-12 08:05:00+00:00,8.164656,430.458808,46.719975999999996
